system_time,frame_number,velocity_x,velocity_y,absolute_velocity
1751364384.3817472,65,10.911099,-1.0230455,10.958956005744335
1751364384.4194322,66,10.096567,-0.57166344,10.11273769481252
1751364384.4326944,67,10.738219,-0.8087462,10.768631513921218
1751364384.49222,68,10.41893,-0.48349488,10.43014212199712
1751364384.517424,69,10.783082,-0.2730846,10.78653947746569
1751364384.550154,70,10.530856,-1.1848336,10.59729988688525
1751364384.589962,71,10.839159,-0.69670105,10.86152638592426
1751364384.607857,72,11.508741,-0.51468164,11.520243863597585
1751364384.6512692,73,10.708129,-0.9140747,10.747072042892295
1751364384.678658,74,11.404676,-0.6518781,11.423291662529962
1751364384.7163525,75,11.47419,-0.69513994,11.495226989071309
1751364384.755771,76,11.01168,-0.49953836,11.023004578781942
1751364384.7712097,77,11.550084,-0.88850003,11.584208137539145
1751364384.8036778,78,10.722357,-0.6034018,10.739321350592368
1751364384.838197,79,11.490202,-0.75301534,11.514849819143187
1751364384.8843653,80,10.523173,-0.28799337,10.527113285974565
1751364384.934032,81,10.265407,-0.512842,10.27820892346115
1751364384.943772,82,10.531796,-0.9372648,10.573419648532107
1751364384.9816444,83,9.674884,-0.020195916,9.674904787842028
1751364385.0215964,84,10.251999,-0.797109,10.2829406646824
1751364385.0440278,85,10.044082,-0.5462377,10.058924069212162
1751364385.0887551,86,9.935845,-0.47792834,9.947333311116171
1751364385.1040683,87,10.764191,-0.6223839,10.782168495748113
1751364385.1504154,88,10.823555,0.32628614,10.828472005284876
1751364385.179549,89,10.562356,-0.91434634,10.601857911437806
1751364385.2058804,90,10.150184,-0.5801775,10.166751631918485
1751364385.250129,91,10.580098,-0.3664077,10.58644090419752
1751364385.284608,92,10.24626,-0.43051398,10.255300128474918
1751364385.3206267,93,9.948882,-0.709311,9.974135328403982
1751364385.3501556,94,11.149187,-0.727027,11.172866542537047
1751364385.3848803,95,9.896874,-1.0034801,9.9476174727313
1751364385.4216878,96,10.902258,-0.80130535,10.931665924517356
1751364385.4538736,97,10.349293,-1.1567967,10.413742712996152
1751364385.4799438,98,10.488657,-0.6728844,10.510218779430993
1751364385.5170453,99,10.588925,-1.2451181,10.661878782826575
1751364385.5484097,100,10.278673,-0.7735303,10.307738528492917
1751364385.567401,101,11.1743765,-1.2265962,11.241495944895481
1751364385.6014433,102,10.585707,-0.69518435,10.60850950595739
1751364385.6370137,103,11.026095,-0.94021136,11.066109450992595
1751364385.6682444,104,11.005844,-1.0756559,11.058283632727797
1751364385.7220716,105,10.944861,-0.55287874,10.958816769068974
1751364385.7508736,106,11.031368,-0.81131816,11.06116266302995
1751364385.7826617,107,10.619697,-0.77643305,10.648042353843183
1751364385.821222,108,10.827947,-0.87182003,10.86298768031951
1751364385.843504,109,10.495899,-0.71746355,10.520392460917904
1751364385.8843188,110,10.7676525,-0.54389423,10.78138020754706
1751364385.9230292,111,11.1392145,-0.59115213,11.154889705015227
1751364385.9386728,112,10.812174,-0.46481267,10.822160407413534
1751364385.980734,113,11.694638,-0.7352918,11.717730424396532
1751364386.004834,114,10.93221,-0.36380878,10.938261692227712
1751364386.0369952,115,11.54058,-0.80565816,11.568667195011935
1751364386.0834365,116,11.23094,-0.2757537,11.23432474562821
1751364386.1256173,117,10.820882,-0.91168743,10.859220083764612
1751364386.1495347,118,11.661213,-0.9407325,11.699096801326027
1751364386.181743,119,11.156026,-0.83199596,11.187007275178752
1751364386.2206352,120,12.02252,-0.88267916,12.054879266742665
1751364386.2557333,121,11.144007,-0.5258461,11.156406262582982
1751364386.2741318,122,11.267489,-0.98636675,11.310580770487546
1751364386.3174028,123,11.127476,-1.1306367,11.184769110651938
1751364386.3403308,124,11.057336,-0.9170573,11.095299668943257
1751364386.3668516,125,10.929125,-1.2576921,11.001252536554503
1751364386.3990674,126,10.597856,-0.7145526,10.62191727740097
1751364386.434243,127,11.497414,-0.9238261,11.53446903112918
1751364386.4749553,128,10.867126,-0.25021493,10.870006598757485
1751364386.518715,129,11.174344,-0.7272302,11.197983246834527
1751364386.5496097,130,10.89007,-0.7992745,10.91936170396295
1751364386.5898354,131,10.609937,-0.5082638,10.622103666586527
1751364386.6084297,132,10.621266,-1.1688762,10.685390688117812
1751364386.6536913,133,10.035009,-0.83403623,10.069609411064873
1751364386.683403,134,10.403124,-1.0364566,10.454626959079679
1751364386.716153,135,9.566804,-0.39734408,9.575051839902299
1751364386.754941,136,10.04342,-0.71295786,10.06869373080859
1751364386.7712748,137,9.086341,-1.0939541,9.151957785022182
1751364386.8044841,138,8.8961735,-0.87399936,8.939003131084531
1751364386.8367376,139,8.969039,-0.6661088,8.993740023991167
1751364386.8686917,140,8.748617,-0.736623,8.779573436620023
1751364386.9327981,141,8.921545,0.00078630116,8.921544912348246
1751364386.948242,142,8.402321,-0.9289412,8.453515796477172
1751364386.9837937,143,8.70042,-0.37697414,8.70858335972624
1751364387.011953,144,8.291823,-0.023650875,8.29185687538651
1751364387.0434134,145,8.244399,-0.27908108,8.249121416877717
1751364387.081323,146,8.0660305,0.28399262,8.071028109911188
1751364387.1086085,147,7.0862093,-0.23482727,7.090099319601694
1751364387.1496048,148,5.9611297,-0.5012791,5.98216935987641
1751364387.172228,149,4.936265,-0.7390724,4.991286505401579
1751364387.204537,150,3.7112296,-0.57604146,3.7556688059021477
1751364387.249456,151,2.4909184,-0.23175107,2.5016759976546146
1751364387.2664819,152,1.4600933,0.7977301,1.6638045849863152
1751364387.3023198,153,-0.009511596,0.41555685,0.4156656897855097
1751364387.3503125,154,0.10712175,-0.1752652,0.20540924588573248
1751364387.3892612,155,0.0064123343,0.089021504,0.08925214640957506
1751364387.428907,156,-0.01982783,-0.047974974,0.05191089600736292
1751364387.439748,157,-0.0034206389,0.086995155,0.08706237696908006
1751364387.4816673,158,0.023941405,-0.05611941,0.061012939224281935
1751364387.5150936,159,-0.01940283,-0.007306707,0.020733011941917553
1751364387.5393925,160,0.006626939,0.039956953,0.04050277056901338
1751364387.5850334,161,-0.011310087,-0.0042772973,0.01209187069264812
1751364387.6004038,162,0.0053950837,-0.018128615,0.018914375411308637
1751364387.6332433,163,0.014106981,-0.026228549,0.02978160027867626
1751364387.6678967,164,-0.025898146,0.0601802,0.06551618338883029
1751364387.7013328,165,0.02564936,-0.04672508,0.05330218489054322
1751364387.7507591,166,-0.016695982,0.020471388,0.02641654031694305
1751364387.7755408,167,0.011105336,-0.013272416,0.017305649850104483
1751364387.8170662,168,-0.0066906163,0.021865,0.022865749809019134
1751364387.8446453,169,0.0039874557,-0.044969324,0.04514576225850218
1751364387.8759568,170,0.0076311543,0.03466909,0.03549901936024102
1751364387.9069068,171,-0.017799074,-0.00048861897,0.017805779356764445
1751364387.9413235,172,0.0025867473,0.0012056263,0.0028539089130169694
1751364387.9817574,173,0.015916426,-0.017994173,0.024023382450443866
1751364388.004263,174,0.004410468,-0.0046457816,0.006405896758234993
1751364388.037647,175,-0.009374167,0.03866345,0.039783632689823774
1751364388.0835223,176,-0.0049410127,-0.04481922,0.04509075699342146
1751364388.1006954,177,-0.0054883193,0.023113351,0.023756023469769193
1751364388.156687,178,0.008073081,0.0006496453,0.008099177713386566
1751364388.187168,179,-0.006543019,0.0067839036,0.009425096445021387
1751364388.2179315,180,0.010869876,-0.03053066,0.03240795274639043
1751364388.2541738,181,-4.5285276e-05,0.016317595,0.016317657276392897
1751364388.2740862,182,-0.0075620213,0.011097293,0.013428852728308103
1751364388.3152087,183,0.010879576,-0.01982583,0.022614789199005562
1751364388.3482897,184,-0.014071475,0.0059335586,0.015271329971402072
1751364388.3778884,185,-0.00016914228,0.0051242495,0.005127040225095216
1751364388.419417,186,0.013050391,-0.00028306362,0.013053460952824832
1751364388.434112,187,-0.0018738168,-0.022317102,0.022395629891129504
1751364388.4659047,188,-0.015359275,0.017430669,0.023232209143320078
1751364388.4994762,189,0.0034593528,-0.012156351,0.01263898609705431
1751364388.5553675,190,0.010281282,0.0044472483,0.011201909021451767
1751364388.5835762,191,-0.012158978,0.006886347,0.01397363650169753
1751364388.6077428,192,-0.009176095,0.0035857924,0.009851833642760892
1751364388.6536942,193,0.024364434,-0.017920004,0.030244870512693808
1751364388.6852248,194,-0.008733738,-0.000645902,0.00875758953399791
1751364388.7150674,195,-0.004677289,0.010185001,0.01120764418779341
1751364388.7512524,196,-0.00023018954,0.0010694042,0.0010938979063094842
1751364388.7710745,197,-0.0056541096,-0.00619229,0.008385309400604191
1751364388.804701,198,0.01642323,0.011369068,0.019974438252718014
1751364388.8379421,199,-0.007785336,0.002747111,0.008255790613120243
1751364388.8679273,200,0.0098681515,-0.02012643,0.022415476641632008
1751364388.9169087,201,-0.013277164,-0.0019270836,0.013416285944621513
1751364388.9296303,202,0.0053677633,0.014874728,0.01581361575175229
1751364388.9849536,203,-0.003515304,-0.009732387,0.010347788050623271
1751364389.0171099,204,-0.00018230028,-0.0070473584,0.007049715878480382
1751364389.0517702,205,0.002546843,0.0029341283,0.0038852950316716523
1751364389.0900097,206,-0.002238506,0.002997338,0.003740981852465288
1751364389.10651,207,0.003855004,-0.006484608,0.007543951089711739
1751364389.1483932,208,0.00032818524,0.0035640656,0.0035791436481733678
1751364389.1811936,209,-0.008286976,0.0076907654,0.011305832148881841
1751364389.202726,210,0.010961416,-0.009493731,0.014501157591895476
1751364389.2493284,211,-0.011332726,-0.007241948,0.013449033187809826
1751364389.2663956,212,0.0095943,0.011103878,0.014674695640113616
1751364389.302109,213,-0.0026597844,-0.007378225,0.007843000415679322
1751364389.3373885,214,-0.0035844948,0.002604162,0.004430605219791733
1751364389.383884,215,0.0007795246,-0.010180368,0.010210169244914382
1751364389.4168851,216,-0.004103699,0.014884259,0.015439608182255165
1751364389.440413,217,0.0023958222,0.0045675277,0.0051577390933881945
1751364389.484294,218,-0.0017785621,-0.009283932,0.009452760171278694
1751364389.5187387,219,0.0051858714,-0.007325392,0.008975223098956592
1751364389.5483694,220,7.624554e-05,0.0023556633,0.002356896917882101
1751364389.586318,221,-0.012776332,0.0041718343,0.013440195716995005
1751364389.609474,222,0.017302535,-0.0024250895,0.017471657462252776
1751364389.6392114,223,-0.02241103,-0.0027553935,0.022579779265281753
1751364389.6680229,224,0.011607195,-0.0029609553,0.011978908077438696
1751364389.7053618,225,0.0036223186,-0.0030283488,0.0047214497808705114
1751364389.7504203,226,-7.400238e-05,0.0139535675,0.013953763706852676
1751364389.7885253,227,0.0036020502,-0.0030824423,0.004740908884870656
1751364389.8211718,228,-0.0130554745,-0.009895128,0.01638166566808591
1751364389.8545885,229,0.004973021,-0.0065567824,0.008229357740560831
1751364389.8846765,230,-0.0029528234,0.008273228,0.008784387673109862
1751364389.9214149,231,0.009660542,-0.0050295913,0.010891412301395688
1751364389.9422114,232,-0.0023801604,-0.0066469247,0.007060224550785752
1751364389.976253,233,-0.008450696,0.0064596096,0.01063676740172583
1751364390.0031877,234,0.0019798344,0.0043994607,0.004824416956106887
1751364390.0427096,235,0.0042532533,-0.0069898213,0.008182161496469657
1751364390.0816453,236,-0.0058219084,0.0012021731,0.005944731739037675
1751364390.0993125,237,0.008624353,-0.009703216,0.01298198255922195
1751364390.1420171,238,-0.009272738,0.0070271674,0.011634636549099985
