system_time,frame_number,velocity_x,velocity_y,absolute_velocity
1751365569.0464737,1,0,0,0.0
1751365569.2336137,2,-0.00058942026,0.00913864,0.009157628710104485
1751365569.2436857,3,0.00040720752,-0.02166212,0.02166594647632315
1751365569.2808266,4,-0.007277425,0.009871768,0.012264286118336012
1751365569.3111258,5,0.0062996605,0.0062920763,0.00890370403871163
1751365569.3735332,6,-0.007246408,-0.005013281,0.008811550213850149
1751365569.3841803,7,-0.00047099168,0.003082254,0.003118031869728206
1751365569.4159865,8,0.0069776587,2.6836027e-05,0.006977710361810575
1751365569.4517982,9,0.0070998794,-0.0043435474,0.008323141880257874
1751365569.4901779,10,-0.0022198062,-0.0020136742,0.002997069138964137
1751365569.5315094,11,-0.009567887,-0.00736448,0.012073939287409565
1751365569.5483098,12,0.005485569,0.00753859,0.009323186452726378
1751365569.580363,13,-0.00075510354,-0.0058802017,0.0059284866071155715
1751365569.613454,14,-0.0035542178,0.002750693,0.004494304731412656
1751365569.646084,15,0.003959027,-0.0006228032,0.004007714847231089
1751365569.6814227,16,-0.0045987032,-0.010728552,0.011672613350288522
1751365569.71046,17,0.0024954898,0.013118096,0.013353347642100584
1751365569.76346,18,0.006768183,0.0027429757,0.0073028907085624
1751365569.7929134,19,-0.0030441734,-0.012575566,0.012938773276804922
1751365569.8200662,20,0.0014919571,0.0033224293,0.003642042384063449
1751365569.8657463,21,0.005771298,0.0072105275,0.00923577756480053
1751365569.879959,22,-0.0033601015,0.0026814027,0.004298860654321687
1751365569.9226162,23,-0.0014090977,-0.0090071,0.009116655600930067
1751365569.9503458,24,0.006833071,-0.01620097,0.017583012729179035
1751365569.9807377,25,-0.009224467,0.012505094,0.01553924598454862
1751365570.0293038,26,0.0057409056,0.015664898,0.016683735382818192
1751365570.0507507,27,0.0067182025,-0.017181912,0.018448641108823566
1751365570.07835,28,-0.0033341341,-7.448959e-05,0.003334966086141751
1751365570.1115768,29,0.0022302049,0.01216461,0.012367358551383238
1751365570.1556826,30,-0.003927051,-0.008246723,0.009134011215492645
1751365570.1988869,31,-0.0044867345,0.00027129133,0.004494928784988559
1751365570.220711,32,0.013111832,-0.0019506145,0.013256131727788348
1751365570.2609093,33,-0.010412165,-0.00084329717,0.01044625923880508
1751365570.2919273,34,0.0070932,-6.439858e-05,0.0070934923912357685
1751365570.3251414,35,-0.001195277,0.004729138,0.004877851432059453
1751365570.3630366,36,0.0046763574,-0.010233207,0.011251081462916084
1751365570.3798475,37,0.0034723682,-0.0006557472,0.0035337438906120054
1751365570.4132352,38,-0.02045482,0.019748952,0.028432741086278152
1751365570.443107,39,0.01450936,-0.013986803,0.020153217867321785
1751365570.4709916,40,-0.13988113,0.08524505,0.16380918906365094
1751365570.5102851,41,3.63007,-0.16234416,3.6336983861889243
1751365570.5667543,42,4.500313,-0.116596006,4.501823056011499
1751365570.5977383,43,5.1379185,-0.34006542,5.14916023889056
1751365570.629262,44,3.7442956,-0.4473023,3.770918801254126
1751365570.6529045,45,4.2921247,0.07775115,4.292828794494126
1751365570.7006721,46,3.2040172,-0.49465054,3.2419755613616688
1751365570.7118506,47,3.7177296,0.124718614,3.7198209102139503
1751365570.7477622,48,4.216024,0.05450438,4.216376421039915
1751365570.789071,49,2.1905415,0.9744915,2.3975207039711792
1751365570.81148,50,8.435121,-5.6985793,10.17963953365522
1751365570.8613975,51,8.724961,2.343478,9.034203703030586
1751365570.8767927,52,7.6642756,-3.12149,8.275555419721556
1751365570.9101882,53,9.319367,0.61828274,9.33985436924323
1751365570.9502225,54,8.001577,-1.0984758,8.076626016931996
1751365570.9933245,55,8.349222,-0.672385,8.376252948923849
1751365571.032981,56,8.436619,0.05938853,8.436827682270868
1751365571.0498497,57,7.22832,-0.65165156,7.257634582638301
1751365571.0928407,58,9.426376,-5.6576276,10.993876399993765
