system_time,time,pos,curr,angular_pos,position(cm),angular_vel,linear_vel
1751365571.882566,6656.0,-9162.0,504.1,117.46153846153847,12.300543543670805,1.4239282941678686,8.543569765007211
1751365571.8946679,6667.0,-9232.0,504.1,118.35897435897436,12.394522811085885,1.4239282941678686,8.543569765007211
1751365571.8987975,6677.0,-9303.0,504.1,119.26923076923077,12.489844639464035,1.5886971396358616,9.532182837815169
1751365571.9138837,6687.0,-9374.0,504.1,120.17948717948718,12.585166467842189,1.5886971396358616,9.532182837815169
1751365571.9259708,6697.0,-9444.0,504.1,121.07692307692308,12.679145735257269,1.5663211235846553,9.39792674150793
1751365571.9320846,6709.0,-9515.0,496.0,121.98717948717949,12.774467563635419,1.3239142830298847,7.943485698179308
1751365571.9475808,6719.0,-9586.0,496.0,122.8974358974359,12.86978939201357,1.5886971396358616,9.532182837815169
1751365571.9475808,6729.0,-9657.0,496.0,123.8076923076923,12.965111220391721,1.5886971396358616,9.532182837815169
1751365571.9660847,6740.0,-9728.0,496.0,124.71794871794872,13.060433048769873,1.4442701269416924,8.665620761650155
1751365571.9772923,6751.0,-9798.0,496.0,125.61538461538461,13.154412316184953,1.4239282941678686,8.543569765007211
1751365571.9828181,6761.0,-9869.0,496.0,126.52564102564102,13.249734144563106,1.5886971396358616,9.532182837815169
1751365571.998689,6771.0,-9940.0,502.83,127.43589743589743,13.345055972941257,1.5886971396358616,9.532182837815169
1751365572.0091221,6782.0,-10012.0,502.83,128.35897435897436,13.441720362282483,1.4646119597155387,8.787671758293232
1751365572.0129817,6793.0,-10083.0,502.83,129.26923076923077,13.537042190660635,1.4442701269416924,8.665620761650155
1751365572.0295453,6803.0,-10155.0,502.83,130.19230769230768,13.633706580001856,1.6110731556870428,9.666438934122256
1751365572.0415733,6814.0,-10227.0,502.83,131.1153846153846,13.730370969343083,1.4646119597155387,8.787671758293232
1751365572.044307,6824.0,-10299.0,502.83,132.03846153846155,13.827035358684308,1.6110731556870923,9.666438934122553
1751365572.0626018,6835.0,-10371.0,491.7,132.96153846153845,13.923699748025532,1.4646119597154936,8.787671758292962
1751365572.074844,6846.0,-10444.0,491.7,133.89743589743588,14.021706698329826,1.4849537924893401,8.909722754936041
1751365572.0768445,6856.0,-10516.0,491.7,134.82051282051282,14.118371087671052,1.6110731556870923,9.666438934122553
1751365572.0953882,6866.0,-10588.0,491.7,135.74358974358975,14.21503547701228,1.6110731556870923,9.666438934122553
1751365572.1042907,6878.0,-10661.0,491.7,136.67948717948718,14.313042427316574,1.3612076431152282,8.16724585869137
1751365572.1105385,6888.0,-10733.0,491.7,137.60256410256412,14.4097068166578,1.6110731556870923,9.666438934122553
1751365572.1279032,6898.0,-10806.0,498.73,138.53846153846155,14.507713766962098,1.633449171738274,9.800695030429644
1751365572.1363595,6909.0,-10878.0,498.73,139.46153846153845,14.60437815630332,1.4646119597154936,8.787671758292962
1751365572.1484652,6920.0,-10951.0,498.73,140.39743589743588,14.702385106607615,1.4849537924893401,8.909722754936041
1751365572.1505852,6930.0,-11024.0,498.73,141.33333333333334,14.800392056911914,1.6334491717383235,9.80069503042994
1751365572.1687386,6941.0,-11096.0,498.73,142.25641025641025,14.897056446253139,1.4646119597154936,8.787671758292962
1751365572.1772807,6951.0,-11169.0,498.73,143.19230769230768,14.995063396557434,1.633449171738274,9.800695030429644
1751365572.1881866,6962.0,-11242.0,486.43,144.12820512820514,15.093070346861735,1.4849537924893852,8.909722754936311
1751365572.194255,6973.0,-11315.0,486.43,145.06410256410257,15.19107729716603,1.4849537924893401,8.909722754936041
1751365572.2095668,6983.0,-11387.0,486.43,145.98717948717947,15.287741686507255,1.6110731556870428,9.666438934122256
1751365572.2176237,6994.0,-11459.0,486.43,146.9102564102564,15.384406075848478,1.4646119597155387,8.787671758293232
1751365572.2300525,7005.0,-11531.0,486.43,147.83333333333334,15.481070465189704,1.4646119597155387,8.787671758293232
1751365572.2430954,7015.0,-11603.0,486.43,148.75641025641025,15.577734854530926,1.6110731556870428,9.666438934122256
1751365572.2479608,7026.0,-11675.0,497.46,149.67948717948718,15.67439924387215,1.4646119597155387,8.787671758293232
1751365572.2634456,7036.0,-11747.0,497.46,150.60256410256412,15.77106363321338,1.6110731556870923,9.666438934122553
1751365572.2752283,7047.0,-11818.0,497.46,151.51282051282053,15.866385461591527,1.4442701269416924,8.665620761650155
1751365572.2845724,7058.0,-11890.0,497.46,152.43589743589743,15.96304985093275,1.4646119597154936,8.787671758292962
1751365572.295499,7068.0,-11962.0,497.46,153.35897435897436,16.059714240273976,1.6110731556870923,9.666438934122553
1751365572.2996223,7078.0,-12033.0,497.46,154.26923076923077,16.15503606865213,1.5886971396358616,9.532182837815169
1751365572.316454,7090.0,-12104.0,492.29,155.17948717948718,16.25035789703028,1.3239142830298847,7.943485698179308
1751365572.3281426,7100.0,-12175.0,492.29,156.0897435897436,16.34567972540843,1.5886971396358616,9.532182837815169
1751365572.332878,7110.0,-12246.0,492.29,157.0,16.441001553786585,1.5886971396358616,9.532182837815169
1751365572.3481052,7121.0,-12317.0,492.29,157.9102564102564,16.536323382164735,1.4442701269416924,8.665620761650155
1751365572.3481052,7132.0,-12387.0,492.29,158.80769230769232,16.630302649579818,1.423928294167891,8.543569765007346
1751365572.3658073,7142.0,-12458.0,492.29,159.71794871794873,16.725624477957968,1.5886971396358616,9.532182837815169
1751365572.3810687,7153.0,-12528.0,500.29,160.6153846153846,16.819603745373044,1.423928294167846,8.543569765007076
1751365572.3810687,7163.0,-12598.0,500.29,161.51282051282053,16.913583012788127,1.56632112358468,9.39792674150808
1751365572.3991675,7174.0,-12668.0,500.29,162.4102564102564,17.007562280203206,1.423928294167846,8.543569765007076
1751365572.410986,7185.0,-12739.0,500.29,163.32051282051282,17.102884108581357,1.4442701269416924,8.665620761650155
1751365572.412997,7195.0,-12810.0,500.29,164.23076923076923,17.198205936959507,1.5886971396358616,9.532182837815169
1751365572.4330215,7205.0,-12880.0,500.29,165.12820512820514,17.292185204374587,1.56632112358468,9.39792674150808
1751365572.4441314,7217.0,-12951.0,500.29,166.03846153846155,17.38750703275274,1.3239142830298847,7.943485698179308
1751365572.4461427,7227.0,-13021.0,498.63,166.93589743589743,17.481486300167816,1.5663211235846304,9.397926741507781
1751365572.4630458,7237.0,-13092.0,498.63,167.84615384615384,17.57680812854597,1.5886971396358616,9.532182837815169
1751365572.475891,7248.0,-13163.0,498.63,168.75641025641025,17.67212995692412,1.4442701269416924,8.665620761650155
1751365572.475891,7259.0,-13234.0,498.63,169.66666666666666,17.767451785302274,1.4442701269416924,8.665620761650155
1751365572.4975867,7269.0,-13305.0,498.63,170.57692307692307,17.862773613680424,1.5886971396358616,9.532182837815169
1751365572.508091,7280.0,-13376.0,498.63,171.48717948717947,17.95809544205858,1.4442701269416924,8.665620761650155
1751365572.5169547,7290.0,-13447.0,496.78,172.39743589743588,18.053417270436725,1.5886971396358616,9.532182837815169
1751365572.5261352,7301.0,-13518.0,496.78,173.30769230769232,18.148739098814882,1.4442701269417375,8.665620761650425
1751365572.53649,7312.0,-13589.0,496.78,174.21794871794873,18.244060927193036,1.4442701269416924,8.665620761650155
1751365572.5491319,7322.0,-13660.0,496.78,175.12820512820514,18.339382755571187,1.5886971396358616,9.532182837815169
1751365572.5618262,7332.0,-13731.0,496.78,176.03846153846155,18.434704583949337,1.5886971396358616,9.532182837815169
1751365572.569652,7344.0,-13802.0,496.78,176.94871794871796,18.530026412327487,1.3239142830298847,7.943485698179308
1751365572.582689,7354.0,-13873.0,495.02,177.85897435897436,18.62534824070564,1.5886971396358616,9.532182837815169
1751365572.5837483,7364.0,-13945.0,495.02,178.78205128205127,18.722012630046866,1.6110731556870428,9.666438934122256
1751365572.594886,7375.0,-14016.0,495.02,179.69230769230768,18.817334458425016,1.4442701269416924,8.665620761650155
1751365572.6111398,7386.0,-14088.0,495.02,180.6153846153846,18.91399884776624,1.4646119597155387,8.787671758293232
1751365572.620113,7396.0,-14159.0,495.02,181.52564102564102,19.009320676144394,1.5886971396358616,9.532182837815169
1751365572.6335974,7407.0,-14231.0,495.02,182.44871794871796,19.105985065485616,1.4646119597155387,8.787671758293232
1751365572.6446264,7417.0,-14302.0,493.55,183.35897435897436,19.20130689386377,1.5886971396358616,9.532182837815169
1751365572.6524587,7428.0,-14374.0,493.55,184.28205128205127,19.297971283204994,1.4646119597154936,8.787671758292962
1751365572.664263,7439.0,-14445.0,493.55,185.19230769230768,19.393293111583144,1.4442701269416924,8.665620761650155
1751365572.6762938,7449.0,-14516.0,493.55,186.10256410256412,19.488614939961302,1.588697139635911,9.532182837815466
1751365572.6840057,7459.0,-14588.0,493.55,187.02564102564102,19.585279329302523,1.6110731556870428,9.666438934122256
1751365572.6969476,7471.0,-14659.0,493.55,187.93589743589743,19.680601157680673,1.3239142830298847,7.943485698179308
1751365572.7093985,7481.0,-14731.0,498.24,188.85897435897436,19.777265547021898,1.6110731556870923,9.666438934122553
1751365572.7144656,7491.0,-14802.0,498.24,189.76923076923077,19.87258737540005,1.5886971396358616,9.532182837815169
1751365572.7292426,7502.0,-14873.0,498.24,190.67948717948718,19.967909203778202,1.4442701269416924,8.665620761650155
1751365572.734005,7513.0,-14944.0,498.24,191.5897435897436,20.063231032156352,1.4442701269416924,8.665620761650155
1751365572.753731,7523.0,-15016.0,498.24,192.51282051282053,20.15989542149758,1.6110731556870923,9.666438934122553
1751365572.7613385,7534.0,-15087.0,498.24,193.42307692307693,20.25521724987573,1.4442701269416924,8.665620761650155
1751365572.7613385,7544.0,-15158.0,495.61,194.33333333333334,20.35053907825388,1.5886971396358616,9.532182837815169
1751365572.7800364,7555.0,-15229.0,495.61,195.24358974358975,20.445860906632035,1.4442701269416924,8.665620761650155
1751365572.7918057,7566.0,-15300.0,495.61,196.15384615384616,20.541182735010185,1.4442701269416924,8.665620761650155
1751365572.7981257,7576.0,-15371.0,495.61,197.06410256410257,20.63650456338834,1.5886971396358616,9.532182837815169
1751365572.8130906,7586.0,-15441.0,495.61,197.96153846153845,20.730483830803415,1.5663211235846304,9.397926741507781
1751365572.8130906,7598.0,-15512.0,495.61,198.87179487179486,20.825805659181565,1.3239142830298847,7.943485698179308
1751365572.8343804,7608.0,-15583.0,503.71,199.78205128205127,20.92112748755972,1.5886971396358616,9.532182837815169
1751365572.844505,7618.0,-15654.0,503.71,200.69230769230768,21.016449315937873,1.5886971396358616,9.532182837815169
1751365572.8520894,7629.0,-15725.0,503.71,201.60256410256412,21.111771144316027,1.4442701269417375,8.665620761650425
1751365572.8644538,7640.0,-15796.0,503.71,202.51282051282053,21.207092972694177,1.4442701269416924,8.665620761650155
1751365572.8775883,7650.0,-15866.0,503.71,203.4102564102564,21.301072240109256,1.5663211235846304,9.397926741507781
1751365572.8775883,7661.0,-15938.0,503.71,204.33333333333334,21.397736629450478,1.4646119597155387,8.787671758293232
1751365572.8977783,7671.0,-16008.0,497.17,205.23076923076923,21.491715896865557,1.5663211235846304,9.397926741507781
1751365572.9097764,7682.0,-16079.0,497.17,206.14102564102564,21.58703772524371,1.4442701269416924,8.665620761650155
1751365572.9097764,7693.0,-16150.0,497.17,207.05128205128204,21.682359553621865,1.4442701269416924,8.665620761650155
1751365572.9309964,7703.0,-16220.0,497.17,207.94871794871796,21.77633882103694,1.56632112358468,9.39792674150808
1751365572.9436994,7713.0,-16290.0,497.17,208.84615384615384,21.87031808845202,1.5663211235846304,9.397926741507781
1751365572.9436994,7725.0,-16360.0,497.17,209.74358974358975,21.964297355867103,1.3052676029872334,7.831605617923401
1751365572.9637778,7735.0,-16430.0,508.79,210.64102564102564,22.05827662328218,1.5663211235846304,9.397926741507781
1751365572.971593,7745.0,-16500.0,508.79,211.53846153846155,22.15225589069726,1.56632112358468,9.39792674150808
1751365572.9825046,7756.0,-16571.0,508.79,212.44871794871796,22.24757771907541,1.4442701269416924,8.665620761650155
1751365572.9949214,7767.0,-16641.0,508.79,213.34615384615384,22.34155698649049,1.423928294167846,8.543569765007076
1751365572.9949214,7777.0,-16711.0,508.79,214.24358974358975,22.43553625390557,1.56632112358468,9.39792674150808
1751365573.016777,7788.0,-16781.0,508.79,215.14102564102564,22.529515521320647,1.423928294167846,8.543569765007076
1751365573.0261562,7798.0,-16851.0,501.86,216.03846153846155,22.62349478873573,1.56632112358468,9.39792674150808
1751365573.034792,7809.0,-16921.0,501.86,216.93589743589743,22.717474056150806,1.423928294167846,8.543569765007076
1751365573.0429757,7820.0,-16991.0,501.86,217.83333333333334,22.811453323565885,1.423928294167891,8.543569765007346
1751365573.050698,7830.0,-17060.0,501.86,218.71794871794873,22.904090030017894,1.5439451075334492,9.263670645200694
1751365573.0650687,7840.0,-17130.0,501.86,219.6153846153846,22.998069297432973,1.5663211235846304,9.397926741507781
1751365573.0763786,7852.0,-17200.0,501.86,220.51282051282053,23.092048564848053,1.3052676029872334,7.831605617923401
1751365573.0906494,7862.0,-17271.0,512.21,221.42307692307693,23.187370393226203,1.5886971396358616,9.532182837815169
1751365573.0975897,7872.0,-17341.0,512.21,222.32051282051282,23.281349660641283,1.5663211235846304,9.397926741507781
1751365573.111191,7883.0,-17411.0,512.21,223.21794871794873,23.375328928056362,1.423928294167891,8.543569765007346
1751365573.1149468,7894.0,-17482.0,512.21,224.12820512820514,23.470650756434516,1.4442701269416924,8.665620761650155
1751365573.131135,7904.0,-17552.0,512.21,225.02564102564102,23.564630023849592,1.5663211235846304,9.397926741507781
1751365573.14379,7915.0,-17623.0,512.21,225.93589743589743,23.659951852227742,1.4442701269416924,8.665620761650155
1751365573.1458015,7925.0,-17693.0,499.22,226.83333333333334,23.753931119642825,1.56632112358468,9.39792674150808
1751365573.163999,7936.0,-17764.0,499.22,227.74358974358975,23.849252948020975,1.4442701269416924,8.665620761650155
1751365573.1661255,7947.0,-17835.0,499.22,228.65384615384616,23.944574776399126,1.4442701269416924,8.665620761650155
1751365573.1843123,7957.0,-17906.0,499.22,229.56410256410257,24.039896604777283,1.5886971396358616,9.532182837815169
1751365573.1953104,7967.0,-17978.0,499.22,230.48717948717947,24.136560994118504,1.6110731556870428,9.666438934122256
1751365573.2039907,7979.0,-18049.0,499.22,231.39743589743588,24.231882822496654,1.3239142830298847,7.943485698179308
1751365573.2156382,7989.0,-18120.0,502.34,232.30769230769232,24.32720465087481,1.588697139635911,9.532182837815466
1751365573.2248557,7999.0,-18192.0,502.34,233.23076923076923,24.42386904021603,1.6110731556870428,9.666438934122256
1751365573.2353892,8010.0,-18263.0,502.34,234.14102564102564,24.519190868594187,1.4442701269416924,8.665620761650155
1751365573.2425249,8020.0,-18335.0,502.34,235.06410256410257,24.61585525793541,1.6110731556870923,9.666438934122553
1751365573.2583654,8031.0,-18406.0,502.34,235.97435897435898,24.711177086313562,1.4442701269416924,8.665620761650155
1751365573.2646837,8042.0,-18477.0,502.34,236.8846153846154,24.806498914691712,1.4442701269416924,8.665620761650155
1751365573.2785647,8052.0,-18548.0,495.61,237.7948717948718,24.901820743069862,1.5886971396358616,9.532182837815169
1751365573.2917247,8062.0,-18619.0,495.61,238.7051282051282,24.997142571448016,1.5886971396358616,9.532182837815169
1751365573.299064,8074.0,-18690.0,495.61,239.6153846153846,25.092464399826166,1.3239142830298847,7.943485698179308
1751365573.3103926,8084.0,-18760.0,495.61,240.51282051282053,25.186443667241246,1.56632112358468,9.39792674150808
1751365573.3103926,8094.0,-18831.0,495.61,241.42307692307693,25.281765495619403,1.5886971396358616,9.532182837815169
1751365573.332194,8105.0,-18902.0,495.61,242.33333333333334,25.377087323997554,1.4442701269416924,8.665620761650155
1751365573.3437765,8116.0,-18973.0,501.07,243.24358974358975,25.472409152375704,1.4442701269416924,8.665620761650155
1751365573.3437765,8127.0,-19044.0,501.07,244.15384615384616,25.567730980753854,1.4442701269416924,8.665620761650155
1751365573.3644886,8137.0,-19115.0,501.07,245.06410256410257,25.663052809132008,1.5886971396358616,9.532182837815169
1751365573.3762136,8147.0,-19185.0,501.07,245.96153846153845,25.757032076547087,1.5663211235846304,9.397926741507781
1751365573.382294,8159.0,-19256.0,501.07,246.87179487179486,25.85235390492523,1.3239142830298847,7.943485698179308
1751365573.3950305,8169.0,-19326.0,501.07,247.76923076923077,25.94633317234032,1.56632112358468,9.39792674150808
1751365573.3950305,8179.0,-19397.0,501.07,248.67948717948718,26.041655000718468,1.5886971396358616,9.532182837815169
1751365573.4174614,8189.0,-19467.0,498.83,249.57692307692307,26.135634268133547,1.5663211235846304,9.397926741507781
1751365573.4271004,8201.0,-19538.0,498.83,250.48717948717947,26.2309560965117,1.3239142830298847,7.943485698179308
1751365573.4360697,8211.0,-19608.0,498.83,251.3846153846154,26.32493536392678,1.56632112358468,9.39792674150808
1751365573.4493678,8221.0,-19678.0,498.83,252.28205128205127,26.418914631341856,1.5663211235846304,9.397926741507781
1751365573.4584708,8232.0,-19749.0,498.83,253.19230769230768,26.51423645972001,1.4442701269416924,8.665620761650155
1751365573.46479,8243.0,-19819.0,498.83,254.0897435897436,26.608215727135086,1.423928294167891,8.543569765007346
1751365573.4776073,8253.0,-19889.0,500.88,254.98717948717947,26.70219499455017,1.5663211235846304,9.397926741507781
1751365573.4915965,8264.0,-19959.0,500.88,255.8846153846154,26.79617426196525,1.423928294167891,8.543569765007346
1751365573.4982421,8274.0,-20030.0,500.88,256.79487179487177,26.891496090343395,1.5886971396358118,9.53218283781487
1751365573.5124805,8286.0,-20100.0,500.88,257.6923076923077,26.985475357758478,1.3052676029872334,7.831605617923401
1751365573.51498,8296.0,-20170.0,500.88,258.5897435897436,27.079454625173558,1.56632112358468,9.39792674150808
1751365573.5315142,8306.0,-20240.0,500.88,259.4871794871795,27.173433892588644,1.56632112358468,9.39792674150808
1751365573.5449765,8317.0,-20310.0,502.05,260.38461538461536,27.267413160003713,1.4239282941678009,8.543569765006804
1751365573.5533302,8328.0,-20380.0,502.05,261.28205128205127,27.361392427418796,1.423928294167891,8.543569765007346
1751365573.5651128,8338.0,-20451.0,502.05,262.1923076923077,27.456714255796946,1.5886971396358616,9.532182837815169
1751365573.5777633,8349.0,-20521.0,502.05,263.0897435897436,27.550693523212026,1.423928294167891,8.543569765007346
1751365573.5797737,8359.0,-20591.0,502.05,263.9871794871795,27.644672790627112,1.56632112358468,9.39792674150808
1751365573.5982282,8370.0,-20661.0,502.05,264.88461538461536,27.738652058042184,1.4239282941678009,8.543569765006804
1751365573.600384,8380.0,-20731.0,500.29,265.78205128205127,27.832631325457264,1.56632112358468,9.39792674150808
1751365573.6112807,8391.0,-20801.0,500.29,266.6794871794872,27.926610592872343,1.423928294167891,8.543569765007346
1751365573.6309109,8401.0,-20872.0,500.29,267.5897435897436,28.021932421250494,1.5886971396358616,9.532182837815169
1751365573.6361396,8413.0,-20942.0,500.29,268.4871794871795,28.11591168866558,1.3052676029872334,7.831605617923401
1751365573.646531,8423.0,-21013.0,500.29,269.3974358974359,28.21123351704373,1.5886971396358616,9.532182837815169
1751365573.659567,8433.0,-21083.0,500.29,270.29487179487177,28.305212784458803,1.5663211235845809,9.397926741507485
1751365573.666287,8443.0,-21154.0,504.79,271.20512820512823,28.400534612836964,1.5886971396359608,9.532182837815764
1751365573.6837404,8455.0,-21224.0,504.79,272.1025641025641,28.49451388025204,1.3052676029871506,7.831605617922904
1751365573.6914406,8465.0,-21295.0,504.79,273.0128205128205,28.58983570863019,1.5886971396358616,9.532182837815169
1751365573.7044513,8476.0,-21366.0,504.79,273.9230769230769,28.68515753700834,1.4442701269416924,8.665620761650155
1751365573.7101326,8486.0,-21436.0,504.79,274.8205128205128,28.779136804423423,1.56632112358468,9.39792674150808
1751365573.7251778,8497.0,-21506.0,504.79,275.71794871794873,28.873116071838503,1.423928294167891,8.543569765007346
1751365573.7321758,8508.0,-21577.0,498.63,276.62820512820514,28.968437900216653,1.4442701269416924,8.665620761650155
1751365573.7436666,8518.0,-21647.0,498.63,277.52564102564105,29.062417167631732,1.56632112358468,9.39792674150808
1751365573.7436666,8528.0,-21717.0,498.63,278.4230769230769,29.15639643504681,1.5663211235845809,9.397926741507485
1751365573.7667341,8539.0,-21787.0,498.63,279.3205128205128,29.25037570246189,1.423928294167891,8.543569765007346
1751365573.7781665,8550.0,-21856.0,498.63,280.20512820512823,29.3430124089139,1.4035864613940898,8.421518768364539
1751365573.7832851,8560.0,-21926.0,498.63,281.1025641025641,29.436991676328976,1.5663211235845809,9.397926741507485
1751365573.7991002,8571.0,-21996.0,509.77,282.0,29.530970943744055,1.423928294167891,8.543569765007346
1751365573.8105524,8582.0,-22066.0,509.77,282.8974358974359,29.62495021115914,1.423928294167891,8.543569765007346
1751365573.8168097,8592.0,-22135.0,509.77,283.78205128205127,29.717586917611143,1.5439451075333996,9.263670645200397
1751365573.828501,8603.0,-22205.0,509.77,284.6794871794872,29.811566185026223,1.423928294167891,8.543569765007346
1751365573.836455,8613.0,-22274.0,509.77,285.56410256410254,29.904202891478224,1.5439451075333996,9.263670645200397
1751365573.852118,8624.0,-22343.0,509.77,286.44871794871796,29.996839597930233,1.4035864613940898,8.421518768364539
1751365573.861416,8635.0,-22413.0,504.59,287.34615384615387,30.09081886534532,1.423928294167891,8.543569765007346
1751365573.8650613,8645.0,-22482.0,504.59,288.2307692307692,30.183455571797317,1.5439451075333996,9.263670645200397
1751365573.8840156,8655.0,-22552.0,504.59,289.12820512820514,30.2774348392124,1.56632112358468,9.39792674150808
1751365573.8930106,8667.0,-22621.0,504.59,290.0128205128205,30.370071545664405,1.2866209229444996,7.7197255376669975
1751365573.8991382,8677.0,-22690.0,504.59,290.8974358974359,30.462708252116414,1.5439451075334987,9.263670645200992
1751365573.9141052,8687.0,-22760.0,504.59,291.79487179487177,30.556687519531486,1.5663211235845809,9.397926741507485
1751365573.926244,8698.0,-22829.0,515.53,292.6794871794872,30.649324225983495,1.4035864613940898,8.421518768364539
1751365573.9366117,8709.0,-22898.0,515.53,293.56410256410254,30.741960932435504,1.4035864613939997,8.421518768363999
1751365573.9468443,8719.0,-22968.0,515.53,294.46153846153845,30.835940199850583,1.56632112358468,9.39792674150808
1751365573.9585192,8730.0,-23037.0,515.53,295.34615384615387,30.92857690630259,1.4035864613940898,8.421518768364539
1751365573.9664476,8740.0,-23106.0,515.53,296.2307692307692,31.021213612754597,1.5439451075333996,9.263670645200397
1751365573.9778016,8751.0,-23175.0,515.53,297.11538461538464,31.113850319206605,1.4035864613940898,8.421518768364539
1751365573.9799802,8762.0,-23244.0,505.57,298.0,31.20648702565861,1.4035864613939997,8.421518768363999
1751365573.999459,8772.0,-23312.0,505.57,298.87179487179486,31.29778117114754,1.5215690914822182,9.129414548893308
1751365574.0111036,8782.0,-23381.0,505.57,299.7564102564103,31.390417877599557,1.5439451075334987,9.263670645200992
1751365574.0131214,8794.0,-23450.0,505.57,300.64102564102564,31.48305458405156,1.2866209229444996,7.7197255376669975
1751365574.031172,8804.0,-23518.0,505.57,301.5128205128205,31.57434872954049,1.5215690914822182,9.129414548893308
1751365574.041522,8814.0,-23586.0,505.57,302.38461538461536,31.665642875029427,1.5215690914822182,9.129414548893308
1751365574.0424376,8825.0,-23655.0,521.0,303.2692307692308,31.75827958148144,1.4035864613940898,8.421518768364539
1751365574.064516,8836.0,-23723.0,521.0,304.14102564102564,31.849573726970366,1.3832446286201985,8.29946777172119
1751365574.0729427,8846.0,-23790.0,521.0,305.0,31.93952531149623,1.4991930754310367,8.995158452586221
1751365574.0758188,8857.0,-23858.0,521.0,305.87179487179486,32.030819456985164,1.3832446286201985,8.29946777172119
1751365574.0939317,8867.0,-23925.0,521.0,306.7307692307692,32.12077104151103,1.4991930754310367,8.995158452586221
1751365574.1051052,8878.0,-23992.0,521.0,307.5897435897436,32.21072262603688,1.3629027958463973,8.177416775078385
1751365574.110034,8888.0,-24059.0,515.53,308.44871794871796,32.30067421056275,1.4991930754310367,8.995158452586221
1751365574.1273565,8899.0,-24125.0,515.53,309.29487179487177,32.389283234125536,1.3425609630725057,8.055365778435034
1751365574.1380434,8909.0,-24191.0,515.53,310.14102564102564,32.477892257688325,1.4768170593798553,8.860902356279132
1751365574.1468847,8920.0,-24258.0,515.53,311.0,32.56784384221419,1.3629027958463973,8.177416775078385
1751365574.1596427,8931.0,-24324.0,515.53,311.84615384615387,32.656452865776984,1.3425609630725959,8.055365778435576
1751365574.168032,8941.0,-24390.0,515.53,312.6923076923077,32.745061889339766,1.4768170593797563,8.860902356278537
1751365574.1794689,8951.0,-24456.0,527.15,313.53846153846155,32.833670912902555,1.4768170593798553,8.860902356279132
1751365574.1918073,8963.0,-24522.0,527.15,314.38461538461536,32.922279936465344,1.2306808828164635,7.384085296898781
1751365574.2004178,8973.0,-24588.0,527.15,315.2307692307692,33.01088896002813,1.4768170593798553,8.860902356279132
1751365574.2125788,8983.0,-24654.0,527.15,316.0769230769231,33.09949798359093,1.4768170593798553,8.860902356279132
1751365574.2160206,8994.0,-24720.0,527.15,316.9230769230769,33.18810700715371,1.3425609630725057,8.055365778435034
1751365574.2287948,9005.0,-24786.0,527.15,317.7692307692308,33.27671603071651,1.3425609630725959,8.055365778435576
1751365574.2418227,9015.0,-24852.0,522.07,318.61538461538464,33.365325054279296,1.4768170593798553,8.860902356279132
1751365574.2515874,9026.0,-24918.0,522.07,319.46153846153845,33.45393407784208,1.3425609630725057,8.055365778435034
1751365574.2647922,9036.0,-24984.0,522.07,320.3076923076923,33.54254310140487,1.4768170593798553,8.860902356279132
1751365574.2668862,9047.0,-25050.0,522.07,321.15384615384613,33.631152124967656,1.3425609630725057,8.055365778435034
1751365574.2853193,9058.0,-25117.0,522.07,322.0128205128205,33.72110370949352,1.3629027958463973,8.177416775078385
1751365574.295212,9068.0,-25183.0,522.07,322.85897435897436,33.80971273305631,1.4768170593798553,8.860902356279132
1751365574.2987275,9078.0,-25250.0,522.85,323.71794871794873,33.89966431758217,1.4991930754310367,8.995158452586221
1751365574.316229,9090.0,-25317.0,522.85,324.5769230769231,33.989615902108035,1.2493275628591973,7.4959653771551835
1751365574.3274279,9100.0,-25383.0,522.85,325.4230769230769,34.07822492567082,1.4768170593797563,8.860902356278537
1751365574.339336,9110.0,-25450.0,522.85,326.28205128205127,34.16817651019668,1.4991930754310367,8.995158452586221
1751365574.3488345,9121.0,-25516.0,522.85,327.12820512820514,34.25678553375947,1.3425609630725959,8.055365778435576
1751365574.359547,9132.0,-25582.0,522.85,327.97435897435895,34.34539455732226,1.3425609630725057,8.055365778435034
1751365574.367298,9142.0,-25648.0,519.63,328.8205128205128,34.43400358088505,1.4768170593798553,8.860902356279132
1751365574.3791165,9153.0,-25715.0,519.63,329.6794871794872,34.52395516541091,1.3629027958463973,8.177416775078385
1751365574.3923635,9163.0,-25781.0,519.63,330.52564102564105,34.6125641889737,1.4768170593798553,8.860902356279132
1751365574.3983266,9174.0,-25847.0,519.63,331.37179487179486,34.70117321253648,1.3425609630725057,8.055365778435034
1751365574.4128828,9185.0,-25913.0,519.63,332.21794871794873,34.78978223609928,1.3425609630725959,8.055365778435576
1751365574.4128828,9195.0,-25980.0,519.63,333.0769230769231,34.87973382062514,1.4991930754310367,8.995158452586221
1751365574.433479,9205.0,-26046.0,519.63,333.9230769230769,34.96834284418792,1.4768170593797563,8.860902356278537
1751365574.4453163,9217.0,-26113.0,521.39,334.78205128205127,35.058294428713786,1.2493275628591973,7.4959653771551835
1751365574.4453163,9227.0,-26179.0,521.39,335.62820512820514,35.14690345227658,1.4768170593798553,8.860902356279132
1751365574.4664333,9237.0,-26246.0,521.39,336.4871794871795,35.236855036802446,1.4991930754310367,8.995158452586221
1751365574.474837,9248.0,-26312.0,521.39,337.3333333333333,35.32546406036523,1.3425609630725057,8.055365778435034
1751365574.4818707,9259.0,-26378.0,521.39,338.1794871794872,35.41407308392802,1.3425609630725959,8.055365778435576
