system_time,time,pos,curr
1751552596.1415122,8263.0,0.0,0.39
1751552596.1415122,8273.0,0.0,0.39
1751552596.159065,8283.0,0.0,0.39
1751552596.17124,8293.0,0.0,0.39
1751552596.1837692,8303.0,0.0,0.39
1751552596.1912265,8313.0,0.0,0.39
1751552596.2035284,8324.0,0.0,0.39
1751552596.2124412,8334.0,0.0,0.39
1751552596.22578,8344.0,0.0,0.39
1751552596.22578,8354.0,0.0,0.39
1751552596.247156,8365.0,0.0,0.39
1751552596.2535849,8375.0,0.0,0.39
1751552596.2579644,8385.0,0.0,0.39
1751552596.2747157,8395.0,0.0,0.39
1751552596.287715,8406.0,0.0,0.39
1751552596.2939682,8416.0,0.0,0.39
1751552596.308402,8426.0,0.0,0.39
1751552596.308402,8436.0,0.0,0.39
1751552596.3247976,8446.0,0.0,0.39
1751552596.3349814,8457.0,0.0,0.39
1751552596.3414116,8467.0,0.0,0.39
1751552596.3570397,8477.0,0.0,0.39
1751552596.3584301,8487.0,0.0,0.39
1751552596.3749917,8498.0,0.0,0.39
1751552596.3847773,8507.0,0.0,0.39
1751552596.3914618,8517.0,0.0,0.39
1751552596.4070125,8527.0,0.0,0.39
1751552596.408154,8538.0,0.0,0.39
1751552596.4270163,8548.0,0.0,0.39
1751552596.4405668,8558.0,0.0,0.39
1751552596.4473703,8568.0,0.0,0.39
1751552596.459701,8579.0,0.0,0.39
1751552596.4660592,8589.0,0.0,0.39
1751552596.4805038,8599.0,0.0,0.39
1751552596.4885955,8609.0,0.0,0.39
1751552596.4938824,8620.0,0.0,0.39
1751552596.5092063,8630.0,0.0,0.39
1751552596.5092063,8640.0,0.0,0.39
1751552596.529697,8650.0,0.0,0.39
1751552596.5423086,8660.0,0.0,0.39
1751552596.549385,8671.0,0.0,0.39
1751552596.5631402,8681.0,0.0,0.39
1751552596.5702968,8691.0,0.0,0.39
1751552596.5776818,8701.0,0.0,0.39
1751552596.5915842,8712.0,0.0,0.39
1751552596.6029258,8722.0,0.0,0.39
1751552596.611947,8731.0,0.0,0.39
1751552596.6238244,8741.0,0.0,0.39
1751552596.632031,8752.0,0.0,0.39
1751552596.644152,8762.0,0.0,0.39
1751552596.6498992,8772.0,0.0,0.39
1751552596.66437,8782.0,0.0,0.39
1751552596.6729994,8793.0,0.0,0.39
1751552596.6838813,8803.0,0.0,0.39
1751552596.6938186,8813.0,0.0,0.39
1751552596.702209,8823.0,0.0,0.39
1751552596.7087915,8834.0,0.0,0.39
1751552596.7259667,8844.0,0.0,0.39
1751552596.735105,8854.0,0.0,0.39
1751552596.7430801,8864.0,0.0,0.39
1751552596.7546804,8875.0,0.0,0.39
1751552596.766629,8885.0,0.0,0.39
1751552596.775844,8895.0,0.0,0.39
1751552596.7840269,8905.0,0.0,0.39
1751552596.7956965,8915.0,0.0,0.39
1751552596.8081167,8926.0,0.0,0.39
1751552596.8081167,8936.0,0.0,0.39
1751552596.8259103,8946.0,0.0,0.39
1751552596.8269274,8955.0,0.0,0.39
1751552596.8446355,8966.0,0.0,0.39
1751552596.856769,8976.0,0.0,0.39
1751552596.8606732,8986.0,0.0,0.39
1751552596.8769827,8996.0,0.0,0.39
1751552596.8860729,9007.0,0.0,0.39
1751552596.893823,9017.0,0.0,0.39
1751552596.907098,9027.0,0.0,0.39
1751552596.9190962,9037.0,0.0,0.39
1751552596.9267428,9048.0,0.0,0.39
1751552596.9405923,9058.0,0.0,0.39
1751552596.948581,9068.0,0.0,0.39
1751552596.9609134,9078.0,0.0,0.39
1751552596.9678152,9089.0,0.0,0.39
1751552596.980942,9099.0,0.0,0.39
1751552596.9843395,9109.0,0.0,0.39
1751552597.0011964,9119.0,0.0,0.39
1751552597.0089247,9129.0,0.0,0.39
1751552597.0139346,9140.0,0.0,0.39
1751552597.0302477,9150.0,0.0,0.39
1751552597.0416412,9160.0,0.0,0.39
1751552597.0488832,9170.0,0.0,0.39
1751552597.0624175,9180.0,0.0,0.39
1751552597.0624175,9190.0,0.0,0.39
1751552597.0795972,9200.0,0.0,0.39
1751552597.0907118,9210.0,0.0,0.39
1751552597.1015534,9221.0,0.0,0.39
1751552597.1112754,9231.0,0.0,0.39
1751552597.1237166,9241.0,0.0,0.39
1751552597.1271024,9251.0,0.0,0.39
1751552597.1417763,9262.0,0.0,0.39
1751552597.1518443,9272.0,0.0,0.39
1751552597.161657,9282.0,1.0,0.39
1751552597.1706574,9292.0,5.0,212.21
1751552597.1853325,9303.0,13.0,212.21
1751552597.1931298,9313.0,24.0,212.21
1751552597.195657,9323.0,38.0,212.21
1751552597.2116177,9333.0,56.0,212.21
1751552597.2261283,9344.0,76.0,212.21
1751552597.2261283,9355.0,100.0,717.97
1751552597.2423391,9365.0,126.0,717.97
1751552597.2541852,9375.0,154.0,717.97
1751552597.259949,9385.0,184.0,717.97
1751552597.2758918,9396.0,217.0,717.97
1751552597.2856119,9406.0,251.0,717.97
1751552597.291868,9417.0,288.0,672.36
1751552597.3083117,9427.0,326.0,672.36
1751552597.3200464,9438.0,367.0,672.36
1751552597.328753,9448.0,409.0,672.36
1751552597.341611,9458.0,453.0,672.36
1751552597.348206,9469.0,499.0,672.36
1751552597.360438,9480.0,546.0,672.36
1751552597.3687358,9490.0,595.0,635.06
1751552597.3822708,9500.0,645.0,635.06
1751552597.3886366,9510.0,697.0,635.06
1751552597.4015994,9521.0,750.0,635.06
1751552597.414278,9532.0,804.0,635.06
1751552597.4210708,9542.0,859.0,635.06
1751552597.4350255,9552.0,916.0,583.79
1751552597.4431174,9563.0,974.0,583.79
1751552597.4523778,9573.0,1033.0,583.79
1751552597.4629085,9584.0,1093.0,583.79
1751552597.4757395,9594.0,1154.0,583.79
1751552597.4807441,9605.0,1216.0,583.79
1751552597.4965956,9615.0,1280.0,562.3
1751552597.5082104,9626.0,1344.0,562.3
1751552597.5144114,9636.0,1409.0,562.3
1751552597.5277529,9647.0,1475.0,562.3
1751552597.5354502,9657.0,1542.0,562.3
1751552597.5450747,9668.0,1610.0,562.3
1751552597.5589263,9678.0,1678.0,521.09
1751552597.5658648,9689.0,1747.0,521.09
1751552597.576994,9699.0,1816.0,521.09
1751552597.5923114,9710.0,1887.0,521.09
1751552597.601379,9720.0,1958.0,521.09
1751552597.6121726,9731.0,2029.0,521.09
1751552597.6238124,9742.0,2101.0,506.54
1751552597.6312928,9752.0,2174.0,506.54
1751552597.6428163,9762.0,2246.0,506.54
1751552597.6547153,9773.0,2320.0,506.54
1751552597.6615274,9784.0,2394.0,506.54
1751552597.6762002,9794.0,2468.0,506.54
1751552597.684888,9804.0,2543.0,480.86
1751552597.695734,9815.0,2618.0,480.86
1751552597.695734,9826.0,2693.0,480.86
1751552597.7170794,9836.0,2769.0,480.86
1751552597.7256348,9846.0,2846.0,480.86
1751552597.7282932,9857.0,2922.0,480.86
1751552597.7465453,9868.0,2999.0,470.31
1751552597.7594354,9878.0,3076.0,470.31
1751552597.7712064,9888.0,3154.0,470.31
1751552597.7792594,9900.0,3232.0,470.31
1751552597.7916517,9910.0,3310.0,470.31
1751552597.799506,9920.0,3388.0,470.31
1751552597.8117833,9930.0,3467.0,456.74
1751552597.823935,9942.0,3547.0,456.74
1751552597.833581,9952.0,3627.0,456.74
1751552597.844671,9962.0,3706.0,456.74
1751552597.8489625,9972.0,3787.0,456.74
1751552597.8649719,9984.0,3867.0,456.74
1751552597.8718338,9994.0,3948.0,456.74
1751552597.8746288,10004.0,4030.0,452.64
1751552597.8978727,10015.0,4112.0,452.64
1751552597.9063141,10025.0,4194.0,452.64
1751552597.9117174,10036.0,4276.0,452.64
1751552597.927357,10047.0,4359.0,452.64
1751552597.9326115,10057.0,4443.0,452.64
1751552597.9490063,10067.0,4526.0,440.04
1751552597.9605272,10079.0,4610.0,440.04
1751552597.9674869,10089.0,4694.0,440.04
1751552597.975543,10099.0,4778.0,440.04
1751552597.9921827,10110.0,4862.0,440.04
1751552597.9983408,10121.0,4947.0,440.04
1751552598.0088842,10131.0,5032.0,426.27
1751552598.0247529,10142.0,5117.0,426.27
1751552598.025763,10152.0,5202.0,426.27
1751552598.0415576,10163.0,5288.0,426.27
1751552598.0533583,10174.0,5374.0,426.27
1751552598.059008,10184.0,5459.0,426.27
1751552598.0781047,10194.0,5546.0,425.0
1751552598.084115,10206.0,5632.0,425.0
1751552598.0983474,10216.0,5718.0,425.0
1751552598.1070087,10226.0,5804.0,425.0
1751552598.118303,10236.0,5891.0,425.0
1751552598.1270318,10248.0,5978.0,425.0
1751552598.1306653,10258.0,6064.0,413.67
1751552598.1473312,10268.0,6151.0,413.67
1751552598.1599782,10279.0,6239.0,413.67
1751552598.1717093,10290.0,6326.0,413.67
1751552598.1798828,10300.0,6413.0,413.67
1751552598.1928656,10311.0,6500.0,413.67
1751552598.200319,10321.0,6588.0,416.6
1751552598.2131321,10332.0,6675.0,416.6
1751552598.2257028,10343.0,6762.0,416.6
1751552598.2334726,10353.0,6850.0,416.6
1751552598.2459183,10363.0,6937.0,416.6
1751552598.2525592,10375.0,7024.0,416.6
1751552598.2660816,10385.0,7112.0,408.59
1751552598.2781272,10395.0,7199.0,408.59
1751552598.2805457,10406.0,7287.0,408.59
1751552598.299093,10417.0,7374.0,408.59
1751552598.307174,10427.0,7461.0,408.59
1751552598.3139791,10438.0,7549.0,408.59
1751552598.331854,10448.0,7636.0,413.38
1751552598.3403788,10459.0,7723.0,413.38
1751552598.3479013,10470.0,7810.0,413.38
1751552598.359803,10480.0,7896.0,413.38
1751552598.3740141,10490.0,7983.0,413.38
1751552598.3773735,10502.0,8070.0,413.38
1751552598.393078,10512.0,8156.0,411.72
1751552598.4036627,10522.0,8243.0,411.72
1751552598.4128706,10533.0,8329.0,411.72
1751552598.4267795,10544.0,8415.0,411.72
1751552598.4288917,10554.0,8501.0,411.72
1751552598.443644,10565.0,8587.0,411.72
1751552598.4584522,10575.0,8673.0,417.77
1751552598.4602234,10586.0,8758.0,417.77
1751552598.47564,10597.0,8844.0,417.77
1751552598.4854145,10607.0,8930.0,417.77
1751552598.4972034,10617.0,9015.0,417.77
1751552598.508228,10629.0,9101.0,417.77
1751552598.520545,10639.0,9186.0,419.43
1751552598.524705,10649.0,9271.0,419.43
1751552598.5419688,10660.0,9357.0,419.43
1751552598.552484,10671.0,9442.0,419.43
1751552598.5579782,10681.0,9527.0,419.43
1751552598.575036,10692.0,9612.0,419.43
1751552598.576914,10702.0,9696.0,419.73
1751552598.5936697,10713.0,9781.0,419.73
1751552598.6017082,10724.0,9866.0,419.73
1751552598.614707,10734.0,9951.0,419.73
1751552598.6269152,10744.0,10035.0,419.73
