system_time,frame_number
1751552596.1415122,1
1751552596.4840872,2
1751552596.4918432,3
1751552596.5373232,4
1751552596.5744162,5
1751552596.61032,6
1751552596.6403646,7
1751552596.6685977,8
1751552596.6973314,9
1751552596.735105,10
1751552596.766629,11
1751552596.801011,12
1751552596.8269274,13
1751552596.856769,14
1751552596.893823,15
1751552596.9211895,16
1751552596.978159,17
1751552597.0043046,18
1751552597.0405703,19
1751552597.073398,20
1751552597.107339,21
1751552597.1375723,22
1751552597.1584122,23
1751552597.1931298,24
1751552597.2261283,25
1751552597.2571719,26
1751552597.2877834,27
1751552597.3183475,28
1751552597.380113,29
1751552597.4004207,30
1751552597.4420626,31
1751552597.465182,32
1751552597.5100572,33
1751552597.5402973,34
1751552597.5658648,35
1751552597.5952067,36
1751552597.625767,37
1751552597.6584601,38
1751552597.6869104,39
1751552597.7190754,40
1751552597.7792594,41
1751552597.8015256,42
1751552597.8436463,43
1751552597.8621771,44
1751552597.9032576,45
1751552597.927357,46
1751552597.9674869,47
1751552597.9937472,48
1751552598.0237322,49
1751552598.059008,50
1751552598.084115,51
1751552598.1198282,52
1751552598.176077,53
1751552598.204481,54
1751552598.2334726,55
1751552598.2680893,56
1751552598.2960632,57
1751552598.3403788,58
1751552598.359803,59
1751552598.393078,60
1751552598.4267795,61
1751552598.4584522,62
1751552598.4854145,63
1751552598.5193589,64
1751552598.5512981,65
1751552598.613683,66
1751552598.6332257,67
1751552598.6691167,68
1751552598.696285,69
1751552598.7348363,70
1751552598.7678342,71
1751552598.803321,72
1751552598.8347147,73
1751552598.867151,74
1751552598.888222,75
1751552598.9222586,76
1751552598.9595673,77
1751552599.0130992,78
1751552599.0404234,79
1751552599.0687065,80
1751552599.09873,81
1751552599.1269097,82
1751552599.159555,83
1751552599.1940563,84
1751552599.224697,85
1751552599.2580812,86
1751552599.287495,87
1751552599.3262272,88
1751552599.3630326,89
1751552599.403341,90
1751552599.4430277,91
1751552599.464999,92
1751552599.4943075,93
1751552599.5416558,94
1751552599.5604322,95
1751552599.600324,96
1751552599.6281536,97
1751552599.6534393,98
1751552599.6993787,99
1751552599.7204032,100
1751552599.7535932,101
1751552599.8109303,102
1751552599.831649,103
1751552599.8749428,104
1751552599.9009533,105
1751552599.9392679,106
1751552599.9694262,107
1751552599.9925158,108
1751552600.0241563,109
1751552600.0681257,110
1751552600.0924356,111
1751552600.120238,112
1751552600.1607091,113
1751552600.1876998,114
1751552600.244979,115
1751552600.2703533,116
1751552600.3068986,117
1751552600.3350155,118
1751552600.3643937,119
1751552600.3924057,120
1751552600.4255517,121
1751552600.4571424,122
1751552600.4970288,123
1751552600.5222218,124
1751552600.5614376,125
1751552600.5949085,126
1751552600.6346295,127
1751552600.6761427,128
1751552600.6977506,129
1751552600.7351403,130
1751552600.7738624,131
1751552600.79513,132
1751552600.8245966,133
1751552600.8682873,134
1751552600.8977678,135
1751552600.9191294,136
1751552600.9614315,137
1751552600.9833152,138
1751552601.0350392,139
1751552601.0760272,140
1751552601.1040854,141
1751552601.1306667,142
1751552601.1737413,143
1751552601.1999307,144
1751552601.2348752,145
1751552601.2593117,146
1751552601.2936485,147
1751552601.3199155,148
1751552601.3541875,149
1751552601.384386,150
1751552601.4165428,151
1751552601.4738972,152
1751552601.4988859,153
1751552601.536657,154
1751552601.5698695,155
1751552601.5935652,156
1751552601.629452,157
1751552601.660733,158
1751552601.693537,159
1751552601.724948,160
1751552601.7524457,161
1751552601.7937803,162
1751552601.8158276,163
1751552601.8754246,164
1751552601.9012082,165
1751552601.928277,166
1751552601.9712737,167
1751552602.0024197,168
1751552602.0233204,169
1751552602.0529926,170
1751552602.0998418,171
1751552602.1218245,172
1751552602.1631267,173
1751552602.1832256,174
1751552602.225808,175
1751552602.2767258,176
1751552602.3033957,177
1751552602.3394957,178
1751552602.3600116,179
1751552602.395058,180
1751552602.4364543,181
1751552602.4556196,182
1751552602.4912694,183
1751552602.5323083,184
1751552602.5516672,185
1751552602.5944047,186
1751552602.6172488,187
1751552602.664992,188
1751552602.698897,189
1751552602.7293403,190
1751552602.7669961,191
1751552602.8026297,192
1751552602.82579,193
1751552602.858248,194
1751552602.900154,195
1751552602.9263215,196
1751552602.952207,197
1751552602.9945934,198
1751552603.014812,199
1751552603.0572736,200
1751552603.095644,201
1751552603.13856,202
1751552603.1661916,203
1751552603.1960642,204
1751552603.2264352,205
1751552603.2655208,206
1751552603.2917256,207
1751552603.3310003,208
1751552603.3642032,209
1751552603.3961904,210
1751552603.4214752,211
1751552603.4490569,212
1751552603.5074062,213
1751552603.5345914,214
1751552603.5623658,215
1751552603.5966303,216
1751552603.625377,217
1751552603.6690583,218
1751552603.6972163,219
1751552603.7280612,220
1751552603.7539997,221
1751552603.785464,222
1751552603.8178673,223
1751552603.8604453,224
1751552603.9020054,225
1751552603.9416175,226
1751552603.9716399,227
1751552603.9977965,228
1751552604.0280464,229
1751552604.05538,230
1751552604.0930212,231
1751552604.1269383,232
1751552604.1597269,233
