system_time,time,pos,curr
1750422493.3714788,122874.0,0.0,0.39
1750422493.3714788,122914.0,0.0,0.39
1750422493.3714788,122835.0,0.0,0.39
1750422493.3714788,122874.0,0.0,0.39
1750422493.386667,122914.0,0.0,0.39
1750422493.386667,1.0,0.0,0.39
1750422493.386667,2.0,0.0,0.39
1750422493.3886762,24.0,0.0,0.39
1750422493.3886762,60.0,0.0,0.39
1750422493.3886762,96.0,0.0,0.39
1750422493.3900979,131.0,0.0,0.39
1750422493.3900979,167.0,0.0,0.39
1750422493.3900979,203.0,0.0,0.39
1750422493.3911796,240.0,0.0,0.39
1750422493.3911796,276.0,0.0,0.39
1750422493.3921933,313.0,0.0,0.39
1750422493.3921933,349.0,0.0,0.39
1750422493.3932285,386.0,0.0,0.39
1750422493.3932285,421.0,0.0,0.39
1750422493.3932285,458.0,0.0,0.39
1750422493.3932285,495.0,0.0,0.39
1750422493.3932285,531.0,0.0,0.39
1750422493.3932285,568.0,0.0,0.39
1750422493.3932285,604.0,0.0,0.39
1750422493.396127,641.0,0.0,0.39
1750422493.3966346,676.0,0.0,0.39
1750422493.3966346,713.0,0.0,0.39
1750422493.3966346,749.0,0.0,0.39
1750422493.3966346,786.0,0.0,0.39
1750422493.3985238,822.0,0.0,0.39
1750422493.3985238,859.0,0.0,0.39
1750422493.3985238,896.0,0.0,0.39
1750422493.3995326,931.0,0.0,0.39
1750422493.3995326,968.0,0.0,0.39
1750422493.4006224,1004.0,0.0,0.39
1750422493.4006224,1042.0,0.0,0.39
1750422493.4006224,1079.0,0.0,0.39
1750422493.4016402,1117.0,0.0,0.39
1750422493.4016402,1154.0,0.0,0.39
1750422493.402771,1191.0,0.0,0.39
1750422493.403223,1229.0,0.0,0.39
1750422493.403223,1266.0,0.0,0.39
1750422493.403223,1304.0,0.0,0.39
1750422493.4044578,1341.0,0.0,0.39
1750422493.4054904,1379.0,0.0,0.39
1750422493.4054904,1416.0,0.0,0.39
1750422493.406211,1454.0,0.0,0.39
1750422493.406211,1491.0,0.0,0.39
1750422493.406211,1528.0,0.0,0.39
1750422493.406211,1566.0,0.0,0.39
1750422493.406211,1603.0,0.0,0.39
1750422493.408441,1641.0,0.0,0.39
1750422493.408441,1678.0,0.0,0.39
1750422493.4094534,1716.0,0.0,0.39
1750422493.4094534,1753.0,0.0,0.39
1750422493.4094534,1790.0,0.0,0.39
1750422493.4105363,1828.0,0.0,0.39
1750422493.4105363,1865.0,0.0,0.39
1750422493.4116497,1903.0,0.0,0.39
1750422493.4116497,1940.0,0.0,0.39
1750422493.4116497,1978.0,0.0,0.39
1750422493.4126692,2015.0,0.0,0.39
1750422493.4132137,2053.0,0.0,0.39
1750422493.4132137,2091.0,0.0,0.39
1750422493.4132137,2127.0,0.0,0.39
