system_time,frame_number
1757421929.7230926,1
1757421930.0858107,2
1757421930.1045387,3
1757421930.125655,4
1757421930.183346,5
1757421930.2102168,6
1757421930.2360058,7
1757421930.2639198,8
1757421930.3125122,9
1757421930.340994,10
1757421930.3721178,11
1757421930.404365,12
1757421930.437118,13
1757421930.4681492,14
1757421930.5008376,15
1757421930.5312521,16
1757421930.5824044,17
1757421930.6002517,18
1757421930.644682,19
1757421930.6777856,20
1757421930.7011657,21
1757421930.7381787,22
1757421930.7697182,23
1757421930.791856,24
1757421930.8369298,25
1757421930.870625,26
1757421930.9026628,27
1757421930.9326828,28
1757421930.9805791,29
1757421931.0110424,30
1757421931.0447495,31
1757421931.0753179,32
1757421931.1067786,33
1757421931.1411414,34
1757421931.1733842,35
1757421931.201535,36
1757421931.237325,37
1757421931.268162,38
1757421931.3006303,39
1757421931.326723,40
1757421931.3839364,41
1757421931.4121292,42
1757421931.4444125,43
1757421931.4764519,44
1757421931.5084124,45
1757421931.5280588,46
1757421931.5635319,47
1757421931.6056066,48
1757421931.6365755,49
1757421931.6691391,50
1757421931.688876,51
1757421931.7333627,52
1757421931.762446,53
1757421931.8025563,54
1757421931.8452618,55
1757421931.8671813,56
1757421931.9108772,57
1757421931.9356403,58
1757421931.962618,59
1757421931.9921193,60
1757421932.0255418,61
1757421932.0726204,62
1757421932.1028905,63
1757421932.1194985,64
1757421932.166825,65
1757421932.2142885,66
1757421932.2428546,67
1757421932.2654183,68
1757421932.3102198,69
1757421932.333877,70
1757421932.363651,71
1757421932.4062886,72
1757421932.4328866,73
1757421932.4723022,74
1757421932.5003426,75
1757421932.5369313,76
1757421932.5677574,77
1757421932.6024883,78
1757421932.6422472,79
1757421932.6812937,80
1757421932.7044935,81
1757421932.7406218,82
1757421932.770462,83
1757421932.8020473,84
1757421932.8354664,85
1757421932.8673682,86
1757421932.9007075,87
1757421932.9318695,88
1757421932.9644887,89
1757421932.9906306,90
1757421933.0375302,91
1757421933.0765336,92
1757421933.1087298,93
1757421933.1380477,94
1757421933.1642144,95
1757421933.204361,96
1757421933.2341566,97
1757421933.267856,98
1757421933.301955,99
1757421933.332133,100
1757421933.359776,101
1757421933.3959846,102
1757421933.4346056,103
1757421933.479158,104
1757421933.5112855,105
1757421933.5431435,106
1757421933.5602837,107
1757421933.607018,108
1757421933.636295,109
1757421933.6686661,110
1757421933.7005374,111
1757421933.732252,112
1757421933.7627165,113
1757421933.7948046,114
1757421933.8443735,115
1757421933.8795497,116
1757421933.8976567,117
1757421933.9452486,118
1757421933.960006,119
1757421933.9919705,120
1757421934.038567,121
1757421934.0660882,122
1757421934.0950174,123
1757421934.1325483,124
1757421934.1652706,125
1757421934.1973534,126
1757421934.2457564,127
1757421934.2751658,128
1757421934.3041973,129
1757421934.341965,130
1757421934.3748775,131
1757421934.39181,132
1757421934.438469,133
1757421934.461164,134
1757421934.5016396,135
1757421934.530716,136
1757421934.5614743,137
1757421934.5959191,138
1757421934.6286266,139
1757421934.6668854,140
1757421934.7090688,141
1757421934.7387161,142
1757421934.7609406,143
1757421934.8051944,144
1757421934.8346298,145
1757421934.8639834,146
1757421934.901012,147
1757421934.932769,148
1757421934.96166,149
1757421935.000383,150
1757421935.032568,151
1757421935.0789707,152
1757421935.1073093,153
1757421935.1308944,154
1757421935.17266,155
1757421935.1955993,156
1757421935.2370245,157
1757421935.2646549,158
1757421935.301115,159
1757421935.330888,160
1757421935.3632715,161
1757421935.3996077,162
1757421935.4325123,163
1757421935.472345,164
1757421935.5111523,165
1757421935.5321393,166
1757421935.5613694,167
