system_time,frame_number
1757418026.058767,1
1757418026.4198775,2
1757418026.436112,3
1757418026.4746387,4
1757418026.5077844,5
1757418026.5515468,6
1757418026.575181,7
1757418026.6050878,8
1757418026.6357455,9
1757418026.667488,10
1757418026.7102969,11
1757418026.7421093,12
1757418026.7755935,13
1757418026.808051,14
1757418026.8422906,15
1757418026.8725302,16
1757418026.920989,17
1757418026.941927,18
1757418026.9854045,19
1757418027.0134459,20
1757418027.0450501,21
1757418027.0780528,22
1757418027.1004121,23
1757418027.1330907,24
1757418027.1781797,25
1757418027.207838,26
1757418027.229125,27
1757418027.2743204,28
1757418027.3095577,29
1757418027.3392398,30
1757418027.370699,31
1757418027.4161377,32
1757418027.447222,33
1757418027.4694335,34
1757418027.5105798,35
1757418027.5437973,36
1757418027.5756516,37
1757418027.602395,38
1757418027.6337845,39
1757418027.6593397,40
1757418027.7074456,41
1757418027.7399144,42
1757418027.77117,43
1757418027.805222,44
1757418027.8495767,45
1757418027.8777673,46
1757418027.9085102,47
1757418027.931153,48
1757418027.9781942,49
1757418027.9997296,50
1757418028.0382285,51
1757418028.0710607,52
1757418028.107154,53
1757418028.1505415,54
1757418028.1830966,55
1757418028.2157137,56
1757418028.2479126,57
1757418028.2786176,58
1757418028.3113124,59
1757418028.3427563,60
1757418028.3746586,61
1757418028.4088635,62
1757418028.4410207,63
1757418028.4708757,64
1757418028.5073175,65
1757418028.5517216,66
1757418028.5817986,67
1757418028.6121793,68
1757418028.6430614,69
1757418028.6817055,70
1757418028.7091024,71
1757418028.7431293,72
1757418028.7743082,73
1757418028.8082154,74
1757418028.8393023,75
1757418028.8705554,76
1757418028.9016163,77
1757418028.9353821,78
1757418028.9851558,79
1757418029.0133004,80
1757418029.0467062,81
1757418029.0696175,82
1757418029.11271,83
1757418029.135524,84
1757418029.1640987,85
1757418029.2088606,86
1757418029.23961,87
1757418029.2711828,88
1757418029.3034077,89
1757418029.3356578,90
1757418029.3852289,91
1757418029.4146547,92
1757418029.4401636,93
1757418029.4700801,94
1757418029.5026326,95
1757418029.5436375,96
1757418029.569228,97
1757418029.597942,98
1757418029.632056,99
1757418029.6611362,100
1757418029.705936,101
1757418029.7361293,102
1757418029.7744792,103
1757418029.8032696,104
1757418029.8486166,105
1757418029.878788,106
1757418029.906824,107
1757418029.9420843,108
1757418029.9749756,109
1757418029.9966593,110
1757418030.0404017,111
1757418030.0720482,112
1757418030.1007457,113
1757418030.1364498,114
1757418030.1869283,115
1757418030.2128756,116
1757418030.248958,117
1757418030.2765281,118
1757418030.312209,119
1757418030.3430092,120
1757418030.373122,121
1757418030.407001,122
1757418030.439427,123
1757418030.4715269,124
1757418030.4917417,125
1757418030.5376065,126
1757418030.5673366,127
1757418030.6077816,128
1757418030.647423,129
1757418030.674431,130
1757418030.703873,131
1757418030.7376215,132
1757418030.7639077,133
1757418030.8020885,134
1757418030.8380752,135
1757418030.8714948,136
1757418030.9023056,137
1757418030.935866,138
1757418030.967875,139
1757418031.0151777,140
1757418031.0484183,141
1757418031.0735104,142
1757418031.1140594,143
1757418031.138918,144
1757418031.169111,145
1757418031.2010972,146
1757418031.2409074,147
1757418031.2697368,148
1757418031.3040311,149
1757418031.3333895,150
1757418031.367202,151
1757418031.4169164,152
1757418031.4474416,153
1757418031.4785745,154
1757418031.5071445,155
1757418031.5417345,156
1757418031.575062,157
1757418031.6009533,158
1757418031.6399205,159
1757418031.6706579,160
1757418031.6953683,161
1757418031.7273345,162
1757418031.7716157,163
1757418031.8169057,164
1757418031.8461084,165
1757418031.8773005,166
1757418031.9012237,167
1757418031.9440322,168
1757418031.963697,169
1757418032.0090518,170
1757418032.0400279,171
1757418032.0718167,172
1757418032.0936182,173
1757418032.133578,174
1757418032.1700258,175
1757418032.2021503,176
1757418032.2387872,177
1757418032.2688289,178
1757418032.3134427,179
1757418032.3333821,180
1757418032.377265,181
1757418032.4076917,182
1757418032.4306934,183
1757418032.4714508,184
1757418032.5023293,185
1757418032.5352042,186
1757418032.5673618,187
1757418032.5881512,188
1757418032.6492696,189
1757418032.6804836,190
1757418032.7109618,191
1757418032.7461686,192
1757418032.7665055,193
1757418032.8092818,194
1757418032.8404303,195
1757418032.868763,196
1757418032.9003868,197
1757418032.9328933,198
1757418032.968021,199
1757418032.9995692,200
1757418033.0473804,201
1757418033.0767813,202
1757418033.103015,203
1757418033.1327806,204
1757418033.1781774,205
1757418033.205062,206
1757418033.2365224,207
1757418033.2609506,208
1757418033.3073933,209
1757418033.3367023,210
1757418033.3672771,211
1757418033.3976545,212
1757418033.4292376,213
1757418033.479878,214
1757418033.509312,215
1757418033.5444782,216
1757418033.564707,217
1757418033.6017892,218
1757418033.6424708,219
1757418033.6706522,220
1757418033.6910155,221
1757418033.7353714,222
1757418033.755969,223
1757418033.8006759,224
1757418033.8338587,225
1757418033.8814049,226
1757418033.9098392,227
1757418033.9371233,228
1757418033.9771037,229
1757418034.0089023,230
1757418034.0362413,231
1757418034.0614998,232
