system_time,frame_number
1751555321.1394074,1
1751555321.5203788,2
1751555321.5370584,3
1751555321.5690613,4
1751555321.6131175,5
1751555321.660553,6
1751555321.692469,7
1751555321.7253423,8
1751555321.75512,9
1751555321.7851148,10
1751555321.820146,11
1751555321.8497303,12
1751555321.8821676,13
1751555321.904479,14
1751555321.9403825,15
1751555321.9785495,16
1751555322.010759,17
1751555322.0443902,18
1751555322.0935204,19
1751555322.1179874,20
1751555322.147911,21
1751555322.190688,22
1751555322.216682,23
1751555322.2408032,24
1751555322.272219,25
1751555322.3143945,26
1751555322.3463755,27
1751555322.3785052,28
1751555322.4068017,29
1751555322.4383216,30
1751555322.4925613,31
1751555322.5252848,32
1751555322.545401,33
1751555322.5794392,34
1751555322.6196048,35
1751555322.6527755,36
1751555322.6741629,37
1751555322.710512,38
1751555322.7377217,39
1751555322.76515,40
1751555322.8128417,41
1751555322.8354673,42
1751555322.8832989,43
1751555322.9244978,44
1751555322.955527,45
1751555322.978995,46
1751555323.0102882,47
1751555323.0480754,48
1751555323.0710378,49
1751555323.1173942,50
1751555323.1408043,51
1751555323.1778378,52
1751555323.2111976,53
1751555323.2305288,54
1751555323.2879183,55
1751555323.3243113,56
1751555323.349579,57
1751555323.3891914,58
1751555323.4150472,59
1751555323.4449897,60
1751555323.485343,61
1751555323.5053058,62
1751555323.5374508,63
1751555323.5719194,64
1751555323.6107626,65
1751555323.640257,66
1751555323.6642356,67
1751555323.726228,68
1751555323.756434,69
1751555323.781866,70
1751555323.8217938,71
1751555323.8553548,72
1751555323.8824134,73
1751555323.9107213,74
1751555323.9371514,75
1751555323.9813218,76
1751555324.0053096,77
1751555324.03843,78
1751555324.0641687,79
1751555324.1204276,80
1751555324.154678,81
1751555324.1781359,82
1751555324.2118037,83
1751555324.2445674,84
1751555324.2722416,85
1751555324.3117087,86
1751555324.336833,87
1751555324.3679001,88
1751555324.4029443,89
1751555324.4338605,90
1751555324.4759417,91
1751555324.5111377,92
1751555324.5591044,93
1751555324.5780962,94
1751555324.6115007,95
1751555324.6546252,96
1751555324.6812868,97
1751555324.71402,98
1751555324.738968,99
1751555324.7826688,100
1751555324.8007054,101
1751555324.8326848,102
1751555324.8612027,103
1751555324.924358,104
1751555324.9572053,105
1751555324.983376,106
1751555325.019678,107
1751555325.0423899,108
1751555325.0837836,109
1751555325.1044695,110
1751555325.1485388,111
1751555325.1697624,112
1751555325.2072353,113
1751555325.2295675,114
1751555325.2654564,115
1751555325.306034,116
1751555325.3592558,117
1751555325.3889856,118
1751555325.4116127,119
1751555325.4470155,120
1751555325.483839,121
1751555325.511771,122
1751555325.5361285,123
1751555325.5804229,124
1751555325.6124315,125
1751555325.632811,126
1751555325.6782467,127
1751555325.7051919,128
1751555325.7448046,129
1751555325.7903216,130
1751555325.821925,131
1751555325.849152,132
1751555325.8852568,133
1751555325.906412,134
1751555325.9396095,135
1751555325.9748898,136
1751555326.002582,137
1751555326.0347128,138
1751555326.0642042,139
1751555326.1082225,140
1751555326.1564467,141
1751555326.1886036,142
1751555326.2210543,143
1751555326.2463582,144
1751555326.2783194,145
1751555326.304069,146
1751555326.3449275,147
1751555326.3737795,148
1751555326.4108377,149
1751555326.441397,150
1751555326.4726453,151
1751555326.4952188,152
1751555326.5282469,153
1751555326.578181,154
1751555326.6117764,155
1751555326.6536233,156
1751555326.6780722,157
1751555326.7077768,158
1751555326.7369652,159
1751555326.7827814,160
1751555326.813565,161
1751555326.8371363,162
1751555326.872894,163
1751555326.9108264,164
1751555326.9281533,165
1751555326.9909818,166
1751555327.021539,167
1751555327.0447195,168
1751555327.077827,169
1751555327.1070933,170
1751555327.1516948,171
1751555327.1701045,172
1751555327.205125,173
1751555327.2350469,174
1751555327.2755256,175
1751555327.2951972,176
1751555327.3401203,177
1751555327.378302,178
1751555327.411721,179
1751555327.444191,180
1751555327.4774802,181
1751555327.5050545,182
1751555327.5360005,183
1751555327.5686157,184
1751555327.6114595,185
1751555327.6442363,186
1751555327.6663866,187
1751555327.696264,188
1751555327.7276251,189
1751555327.7883532,190
1751555327.813945,191
1751555327.8417833,192
1751555327.8873181,193
1751555327.9161088,194
1751555327.939025,195
1751555327.9713619,196
1751555328.0042644,197
1751555328.0465815,198
1751555328.0633855,199
1751555328.097933,200
1751555328.14161,201
1751555328.1716158,202
1751555328.2114103,203
1751555328.2542577,204
1751555328.2728546,205
1751555328.3071587,206
1751555328.351931,207
1751555328.3722222,208
1751555328.410613,209
1751555328.438617,210
1751555328.4721103,211
1751555328.5064714,212
1751555328.538433,213
1751555328.5721116,214
1751555328.6117618,215
1751555328.6532173,216
1751555328.6790483,217
1751555328.7145534,218
1751555328.738299,219
1751555328.7729607,220
1751555328.8124757,221
1751555328.8448105,222
1751555328.8716762,223
1751555328.90262,224
1751555328.9282272,225
1751555328.9716253,226
1751555329.0215628,227
1751555329.0544598,228
1751555329.0774715,229
1751555329.1156614,230
1751555329.1456895,231
1751555329.1782236,232
1751555329.2116191,233
1751555329.231562,234
1751555329.2636056,235
1751555329.3077247,236
1751555329.337028,237
1751555329.3736148,238
1751555329.422982,239
1751555329.4447005,240
1751555329.477461,241
1751555329.5133119,242
1751555329.5373333,243
1751555329.578475,244
1751555329.613694,245
1751555329.641844,246
1751555329.6742814,247
1751555329.7064917,248
1751555329.7400994,249
1751555329.768262,250
1751555329.8044584,251
1751555329.8429492,252
1751555329.8862467,253
1751555329.9165585,254
1751555329.9400272,255
1751555329.9691162,256
1751555330.0031457,257
1751555330.0337167,258
1751555330.0774302,259
1751555330.0948238,260
1751555330.1276922,261
1751555330.160956,262
1751555330.1898024,263
1751555330.2564747,264
1751555330.2751606,265
1751555330.309323,266
1751555330.350833,267
1751555330.3689845,268
1751555330.4118075,269
1751555330.4308734,270
1751555330.4673398,271
1751555330.5054722,272
1751555330.5356655,273
1751555330.5703447,274
1751555330.6053317,275
1751555330.6451974,276
1751555330.6784496,277
1751555330.711045,278
1751555330.7448351,279
1751555330.7806349,280
1751555330.811755,281
1751555330.8382013,282
1751555330.866209,283
1751555330.9070334,284
1751555330.940711,285
1751555330.9718997,286
1751555331.0053315,287
1751555331.034708,288
1751555331.0770807,289
1751555331.1170652,290
1751555331.140561,291
1751555331.1698334,292
1751555331.2139087,293
1751555331.2454457,294
1751555331.275535,295
1751555331.2972562,296
1751555331.328472,297
1751555331.3617444,298
1751555331.3949542,299
1751555331.425463,300
1751555331.4780993,301
1751555331.5168147,302
1751555331.5374684,303
1751555331.5743918,304
1751555331.6134067,305
1751555331.6402175,306
1751555331.6673126,307
1751555331.6954086,308
1751555331.7273905,309
1751555331.7737312,310
1751555331.7949731,311
1751555331.8285842,312
1751555331.885928,313
1751555331.9059076,314
1751555331.9469218,315
1751555331.9696858,316
1751555332.0032933,317
1751555332.0448728,318
1751555332.0730104,319
1751555332.1057968,320
1751555332.1396453,321
1751555332.1610534,322
1751555332.1945653,323
1751555332.2392926,324
1751555332.2858958,325
1751555332.3157613,326
1751555332.344787,327
1751555332.3727133,328
1751555332.4013255,329
1751555332.445714,330
1751555332.4775531,331
1751555332.5078435,332
1751555332.5399058,333
1751555332.561122,334
1751555332.6058347,335
1751555332.6347277,336
1751555332.6547985,337
1751555332.71328,338
1751555332.744847,339
1751555332.7733667,340
1751555332.8057163,341
1751555332.832267,342
1751555332.8703244,343
1751555332.9065447,344
1751555332.939062,345
1751555332.9735312,346
1751555333.0036001,347
1751555333.0358934,348
1751555333.0599291,349
1751555333.111916,350
1751555333.1449163,351
1751555333.1812227,352
1751555333.2114658,353
1751555333.2457871,354
1751555333.2748828,355
1751555333.3109837,356
1751555333.3404646,357
1751555333.3730292,358
1751555333.4030943,359
1751555333.4279494,360
1751555333.463157,361
1751555333.5089824,362
1751555333.5379221,363
1751555333.5689163,364
1751555333.6148345,365
1751555333.6386368,366
1751555333.671442,367
1751555333.69635,368
1751555333.7286184,369
1751555333.765952,370
1751555333.7945373,371
1751555333.8387127,372
1751555333.866561,373
1751555333.9155486,374
1751555333.9463172,375
1751555333.9782853,376
1751555334.0117364,377
1751555334.0381896,378
1751555334.0634131,379
1751555334.0944958,380
1751555334.1417906,381
1751555334.161839,382
1751555334.2066479,383
1751555334.2350707,384
1751555334.2593606,385
1751555334.2947466,386
1751555334.3807337,387
1751555334.39416,388
1751555334.4198108,389
1751555334.4515314,390
1751555334.5020072,391
1751555334.5275586,392
1751555334.5675647,393
1751555334.5924294,394
1751555334.6283567,395
1751555334.6559527,396
1751555334.6823888,397
1751555334.7279465,398
1751555334.7801666,399
1751555334.7899504,400
1751555334.8167758,401
1751555334.8430772,402
1751555334.885378,403
1751555334.9283054,404
1751555334.9587216,405
1751555334.9887104,406
1751555335.0283177,407
1751555335.0519524,408
1751555335.081125,409
1751555335.1198766,410
1751555335.1805632,411
1751555335.1852918,412
1751555335.211295,413
1751555335.2451115,414
1751555335.2847514,415
1751555335.3261452,416
1751555335.367706,417
1751555335.3882508,418
1751555335.430743,419
1751555335.460896,420
1751555335.489182,421
1751555335.5160966,422
1751555335.5682828,423
1751555335.5764122,424
1751555335.6225832,425
1751555335.6544964,426
1751555335.6780815,427
1751555335.7283258,428
1751555335.7622306,429
1751555335.7960494,430
1751555335.8206744,431
1751555335.8622155,432
1751555335.8966005,433
1751555335.924035,434
1751555335.9686491,435
1751555336.0041351,436
1751555336.0117538,437
1751555336.040607,438
1751555336.0828445,439
1751555336.117925,440
1751555336.1570444,441
1751555336.1965044,442
1751555336.2279942,443
1751555336.2557619,444
1751555336.2846937,445
1751555336.3214266,446
1751555336.381579,447
1751555336.4040666,448
1751555336.4133735,449
1751555336.4443643,450
1751555336.4720252,451
1751555336.5105438,452
1751555336.5889874,453
1751555336.6085572,454
1751555336.6196935,455
1751555336.6612213,456
1751555336.6847749,457
1751555336.7266781,458
1751555336.769751,459
1751555336.811592,460
1751555336.823241,461
1751555336.8464756,462
1751555336.8741317,463
1751555336.9136884,464
1751555336.9989445,465
1751555337.0046809,466
1751555337.0285563,467
1751555337.0559194,468
1751555337.091349,469
1751555337.1237674,470
1751555337.1634037,471
1751555337.211655,472
1751555337.2449389,473
1751555337.2551675,474
1751555337.2753055,475
1751555337.3070958,476
1751555337.3864079,477
1751555337.390162,478
1751555337.4234977,479
1751555337.4615192,480
1751555337.4886663,481
1751555337.5197577,482
1751555337.5531864,483
1751555337.605281,484
1751555337.6460764,485
1751555337.6577508,486
1751555337.6731443,487
1751555337.7121363,488
1751555337.7947674,489
1751555337.8231983,490
1751555337.8302283,491
1751555337.8522182,492
1751555337.8904066,493
1751555337.9147613,494
1751555337.952977,495
1751555338.0012636,496
1751555338.0386336,497
1751555338.0516467,498
1751555338.079177,499
1751555338.1136503,500
1751555338.18928,501
1751555338.2215617,502
1751555338.2293491,503
1751555338.2614317,504
1751555338.2881088,505
1751555338.312962,506
1751555338.3622565,507
1751555338.4052632,508
1751555338.4390085,509
1751555338.4505746,510
1751555338.4834342,511
1751555338.5094638,512
1751555338.5963888,513
1751555338.6303434,514
1751555338.638435,515
1751555338.6504326,516
1751555338.691877,517
1751555338.7128797,518
1751555338.766723,519
1751555338.7857747,520
1751555338.8372073,521
1751555338.8779233,522
1751555338.884956,523
1751555338.909273,524
1751555338.9982467,525
1751555339.0229938,526
1751555339.0332894,527
1751555339.0510597,528
1751555339.0946763,529
1751555339.1127286,530
1751555339.1613996,531
1751555339.194683,532
1751555339.2455661,533
1751555339.2729282,534
1751555339.2856581,535
1751555339.3062663,536
1751555339.3831022,537
1751555339.4282873,538
1751555339.460355,539
1751555339.4698863,540
1751555339.4792213,541
1751555339.5132835,542
1751555339.5528326,543
1751555339.5842917,544
1751555339.6441114,545
1751555339.6773093,546
1751555339.6884778,547
1751555339.7071033,548
1751555339.7838602,549
1751555339.8304114,550
1751555339.8590105,551
1751555339.8691528,552
1751555339.8845735,553
1751555339.9235694,554
1751555339.965639,555
1751555339.989236,556
1751555340.0176797,557
1751555340.0751154,558
1751555340.0789363,559
1751555340.1063905,560
1751555340.1816814,561
1751555340.230256,562
1751555340.262547,563
1751555340.2679455,564
1751555340.2813284,565
1751555340.317204,566
1751555340.3574572,567
1751555340.3905926,568
1751555340.4184766,569
1751555340.4680352,570
1751555340.5076342,571
1751555340.5177736,572
1751555340.5792224,573
1751555340.61375,574
1751555340.6562269,575
1751555340.6676316,576
1751555340.6891882,577
1751555340.7111187,578
1751555340.7618752,579
1751555340.794859,580
1751555340.8231328,581
1751555340.8729815,582
1751555340.9050634,583
1751555340.9152129,584
1751555340.9719718,585
1751555341.0119019,586
1751555341.061471,587
1751555341.088973,588
1751555341.101412,589
1751555341.1174622,590
1751555341.1661074,591
1751555341.1836586,592
1751555341.2205372,593
1751555341.2794044,594
1751555341.3047614,595
1751555341.311164,596
1751555341.3783057,597
1751555341.4056818,598
1751555341.4617698,599
1751555341.4858766,600
1751555341.4944773,601
1751555341.5220642,602
1751555341.5526156,603
1751555341.5881836,604
1751555341.6238112,605
1751555341.655185,606
1751555341.7037375,607
1751555341.740161,608
1751555341.780749,609
1751555341.8109024,610
1751555341.8512397,611
1751555341.8803344,612
1751555341.8913982,613
1751555341.9168391,614
1751555341.957672,615
1751555341.985811,616
1751555342.0269344,617
1751555342.0571008,618
1751555342.111836,619
1751555342.130759,620
1751555342.1821458,621
1751555342.2079804,622
1751555342.235186,623
1751555342.2946153,624
1751555342.3245573,625
1751555342.3327382,626
1751555342.361372,627
1751555342.3883915,628
1751555342.4194148,629
1751555342.4460776,630
1751555342.5092196,631
1751555342.5380497,632
1751555342.581275,633
1751555342.6124501,634
1751555342.6351578,635
1751555342.6879392,636
1751555342.7230241,637
1751555342.7338922,638
1751555342.752347,639
1751555342.79816,640
1751555342.8274302,641
1751555342.8484612,642
1751555342.896682,643
1751555342.9331334,644
1751555342.978305,645
1751555343.0117307,646
1751555343.0389404,647
1751555343.0961542,648
1751555343.116088,649
1751555343.1218786,650
1751555343.163976,651
1751555343.194766,652
1751555343.2230763,653
1751555343.2557895,654
1751555343.277994,655
1751555343.3373816,656
1751555343.3727303,657
1751555343.4042296,658
1751555343.446283,659
1751555343.4924707,660
1751555343.5233204,661
1751555343.5334513,662
1751555343.5531032,663
1751555343.5958593,664
1751555343.6295745,665
1751555343.6520205,666
1751555343.6913853,667
1751555343.7312496,668
1751555343.7780037,669
1751555343.8115835,670
1751555343.8338716,671
1751555343.8713055,672
1751555343.9265556,673
1751555343.945146,674
1751555343.9663486,675
1751555343.9879804,676
1751555344.0276086,677
1751555344.0492108,678
1751555344.0879662,679
1751555344.1408248,680
1751555344.1795523,681
1751555344.2134092,682
1751555344.2350528,683
1751555344.2641253,684
1751555344.3212583,685
1751555344.3450289,686
1751555344.363104,687
1751555344.3833773,688
1751555344.4281418,689
1751555344.4541993,690
1751555344.4890363,691
1751555344.5131469,692
1751555344.5815053,693
1751555344.6064622,694
1751555344.6446195,695
1751555344.673041,696
1751555344.7276144,697
1751555344.7498655,698
1751555344.7553554,699
1751555344.794593,700
1751555344.8170443,701
1751555344.8568053,702
1751555344.8856032,703
1751555344.9230556,704
1751555344.9781857,705
1751555345.0115228,706
1751555345.0353322,707
1751555345.068298,708
1751555345.0956888,709
1751555345.1591704,710
1751555345.1681902,711
1751555345.191225,712
1751555345.2213717,713
1751555345.2556207,714
1751555345.2809591,715
1751555345.3112972,716
1751555345.3798342,717
1751555345.411577,718
1751555345.440149,719
1751555345.4748309,720
1751555345.50486,721
1751555345.5454738,722
1751555345.577706,723
1751555345.583814,724
1751555345.6167076,725
1751555345.656246,726
1751555345.689904,727
1751555345.7226298,728
1751555345.7827013,729
1751555345.8128366,730
1751555345.8339918,731
1751555345.8762875,732
1751555345.904541,733
1751555345.958531,734
1751555345.9784603,735
1751555345.9939597,736
1751555346.0236006,737
1751555346.0489676,738
1751555346.0907795,739
1751555346.1130655,740
