system_time,time,pos,curr
1750423595.3491032,3924.0,0.0,0.39
1750423595.3866868,3962.0,0.0,0.39
1750423595.4224195,3999.0,0.0,0.39
1750423595.4567294,4037.0,0.0,0.39
1750423595.4968436,4074.0,0.0,0.39
1750423595.5344718,4112.0,0.0,0.39
1750423595.5742855,4149.0,0.0,0.39
1750423595.6120033,4187.0,0.0,0.39
1750423595.6417608,4225.0,0.0,0.39
1750423595.6855776,4261.0,0.0,0.39
1750423595.7236252,4299.0,0.0,0.39
1750423595.7597492,4336.0,0.0,0.39
1750423595.7857652,4374.0,0.0,0.39
1750423595.836993,4411.0,0.0,0.39
1750423595.8745005,4449.0,0.0,0.39
1750423595.9114957,4487.0,0.0,0.39
1750423595.945209,4524.0,0.0,0.39
1750423595.9851627,4561.0,0.0,0.39
1750423596.0218248,4598.0,0.0,0.39
1750423596.0589964,4636.0,0.0,0.39
1750423596.0991418,4673.0,0.0,0.39
1750423596.1363661,4711.0,0.0,0.39
1750423596.1736934,4748.0,0.0,0.39
1750423596.2103004,4786.0,0.0,0.39
1750423596.247928,4824.0,0.0,0.39
1750423596.283604,4860.0,0.0,0.39
1750423596.320279,4898.0,0.0,0.39
1750423596.353628,4935.0,0.0,0.39
1750423596.3985357,4973.0,0.0,0.39
1750423596.4352167,5010.0,0.0,0.39
1750423596.472446,5048.0,0.0,0.39
1750423596.5032392,5086.0,0.0,0.39
1750423596.5422533,5123.0,0.0,0.29
1750423596.5827494,5160.0,0.0,0.29
1750423596.6196175,5197.0,0.0,0.29
1750423596.6533964,5235.0,0.0,0.29
1750423596.6978228,5272.0,0.0,0.39
1750423596.733681,5310.0,0.0,0.39
1750423596.7718558,5347.0,0.0,0.39
1750423596.8085284,5385.0,0.0,0.39
1750423596.8430047,5423.0,0.0,0.39
1750423596.8827434,5459.0,0.0,0.39
1750423596.9230726,5497.0,0.0,0.39
1750423596.9583747,5534.0,0.0,0.39
1750423596.9965057,5572.0,0.0,0.39
1750423597.0328252,5609.0,0.0,0.39
1750423597.0703833,5647.0,0.0,0.39
1750423597.1063387,5685.0,0.0,0.39
1750423597.1447551,5722.0,0.0,0.39
1750423597.1844318,5760.0,0.0,0.39
1750423597.221509,5796.0,0.0,0.39
1750423597.2584147,5834.0,0.0,0.39
1750423597.2903283,5871.0,0.0,0.39
1750423597.332794,5909.0,0.0,0.39
1750423597.3689253,5946.0,0.0,0.39
1750423597.407035,5984.0,0.0,0.39
1750423597.4469447,6022.0,0.0,0.39
1750423597.4836135,6059.0,0.0,0.39
1750423597.520362,6096.0,0.0,0.29
1750423597.5577466,6133.0,0.0,0.29
1750423597.594422,6171.0,0.0,0.39
1750423597.6307573,6208.0,0.0,0.39
1750423597.6689692,6246.0,0.0,0.39
1750423597.7032225,6284.0,0.0,0.39
1750423597.7464702,6321.0,0.0,0.39
1750423597.7829926,6359.0,0.0,0.39
1750423597.820318,6395.0,0.0,0.39
1750423597.854662,6433.0,0.0,0.39
1750423597.8925457,6470.0,0.0,0.39
1750423597.9238014,6508.0,0.0,0.39
1750423597.97055,6545.0,0.0,0.39
1750423598.000729,6583.0,0.0,0.39
1750423598.0448563,6621.0,0.0,0.39
1750423598.0743062,6658.0,0.0,0.39
1750423598.118643,6695.0,0.0,0.39
1750423598.156547,6732.0,0.0,0.39
1750423598.1873794,6770.0,0.0,0.39
1750423598.2333865,6807.0,0.0,0.39
1750423598.2705212,6845.0,0.0,0.39
1750423598.3073442,6883.0,0.0,0.39
1750423598.3428526,6920.0,0.0,0.39
1750423598.3745883,6958.0,0.0,0.39
1750423598.4174905,6994.0,0.0,0.39
1750423598.4541535,7032.0,0.0,0.39
1750423598.4954684,7069.0,0.0,0.39
1750423598.5314937,7107.0,0.0,0.39
1750423598.569121,7144.0,0.0,0.39
1750423598.6048121,7182.0,0.0,0.39
1750423598.6414402,7220.0,0.0,0.39
1750423598.678528,7257.0,0.0,0.39
1750423598.71611,7294.0,0.0,0.39
1750423598.7570753,7331.0,0.0,0.39
1750423598.7943587,7369.0,0.0,0.39
1750423598.8317478,7406.0,0.0,0.39
1750423598.8674357,7444.0,0.0,0.39
1750423598.9008946,7482.0,0.0,0.39
1750423598.9426904,7519.0,0.0,0.39
1750423598.9668722,7557.0,0.0,0.39
1750423599.0193262,7593.0,0.0,0.39
1750423599.0564766,7631.0,0.0,0.39
1750423599.0919688,7668.0,0.0,0.39
1750423599.128452,7706.0,0.0,0.39
1750423599.1676555,7743.0,0.0,0.39
1750423599.2041488,7781.0,0.0,0.39
1750423599.2409396,7819.0,0.0,0.39
1750423599.273419,7856.0,0.0,0.39
1750423599.3185318,7894.0,0.0,0.39
1750423599.3545642,7930.0,0.0,0.39
1750423599.3831518,7968.0,0.0,0.39
1750423599.4274542,8005.0,0.0,0.39
1750423599.4668338,8043.0,0.0,0.39
1750423599.5012858,8081.0,0.0,0.29
1750423599.5436294,8118.0,0.0,0.29
1750423599.5808723,8156.0,0.0,0.39
1750423599.6171398,8193.0,0.0,0.39
1750423599.6504369,8230.0,0.0,0.39
1750423599.6921275,8267.0,0.0,0.39
1750423599.7274206,8305.0,0.0,0.39
1750423599.7571645,8342.0,0.0,0.39
1750423599.8004565,8380.0,0.0,0.39
1750423599.8432338,8418.0,0.0,0.29
1750423599.880265,8455.0,0.0,0.29
1750423599.917286,8493.0,0.0,0.29
1750423599.953709,8529.0,0.0,0.39
1750423599.990658,8567.0,0.0,0.39
1750423600.0232966,8604.0,0.0,0.39
1750423600.0681796,8642.0,0.0,0.39
1750423600.1051786,8680.0,0.0,0.39
1750423600.141576,8717.0,0.0,0.39
1750423600.1764057,8755.0,0.0,0.39
1750423600.2157452,8792.0,0.0,0.39
