system_time,time,pos,curr
1750419840.242029,432830.0,0.0,0.39
1750419840.242029,432870.0,0.0,0.39
1750419840.242029,432909.0,0.0,0.39
1750419841.198379,1.0,0.0,0.39
1750419841.2271113,2.0,0.0,0.39
1750419841.265706,24.0,0.0,0.39
1750419841.2952182,60.0,0.0,0.39
1750419841.3277636,96.0,0.0,0.39
1750419841.363243,131.0,0.0,0.39
1750419841.4108367,167.0,0.0,0.39
1750419841.444342,203.0,0.0,0.39
1750419841.4809098,240.0,0.0,0.39
1750419841.51043,276.0,0.0,0.39
1750419841.5455008,313.0,0.0,0.39
1750419841.59174,349.0,0.0,0.39
1750419841.6284626,386.0,0.0,0.39
1750419841.6615427,421.0,0.0,0.39
1750419841.699786,458.0,0.0,0.39
1750419841.7270138,495.0,0.0,0.39
1750419841.7751944,531.0,0.0,0.39
1750419841.808405,568.0,0.0,0.39
1750419841.8451874,604.0,0.0,0.39
1750419841.8819826,641.0,0.0,0.39
1750419841.9182124,676.0,0.0,0.39
1750419841.944808,713.0,0.0,0.39
1750419841.9927387,749.0,0.0,0.39
1750419842.0297973,786.0,0.0,0.39
1750419842.066678,822.0,0.0,0.39
1750419842.1010566,859.0,0.0,0.39
1750419842.1295214,896.0,0.0,0.39
1750419842.1632257,931.0,0.0,0.39
1750419842.2104125,968.0,0.0,0.39
1750419842.2469828,1004.0,0.0,0.39
1750419842.282147,1042.0,0.0,0.39
1750419842.325087,1079.0,0.0,0.39
1750419842.3618605,1117.0,0.0,0.39
1750419842.3984175,1154.0,0.0,0.39
1750419842.427635,1191.0,0.0,0.39
1750419842.4622664,1229.0,0.0,0.39
1750419842.509474,1266.0,0.0,0.39
1750419842.5459974,1304.0,0.0,0.39
1750419842.5771391,1341.0,0.0,0.39
1750419842.6152594,1379.0,0.0,0.39
1750419842.6604476,1416.0,0.0,0.39
1750419842.6972573,1454.0,0.0,0.39
1750419842.7270722,1491.0,0.0,0.39
1750419842.7609935,1528.0,0.0,0.39
1750419842.808352,1566.0,0.0,0.39
1750419842.8491428,1603.0,0.0,0.39
1750419842.8791678,1641.0,0.0,0.39
1750419842.9178138,1678.0,0.0,0.39
1750419842.9598815,1716.0,0.0,0.39
1750419842.9938872,1753.0,0.0,0.39
1750419843.032615,1790.0,0.0,0.39
1750419843.0605407,1828.0,0.0,0.39
1750419843.1112218,1865.0,0.0,0.39
1750419843.1478682,1903.0,0.0,0.39
1750419843.1847026,1940.0,0.0,0.39
1750419843.21609,1978.0,0.0,0.39
1750419843.2588637,2015.0,0.0,0.39
1750419843.2957897,2053.0,0.0,0.39
1750419843.3323095,2091.0,0.0,0.39
1750419843.3666198,2127.0,0.0,0.39
1750419843.4101667,2165.0,0.0,0.39
1750419843.4433756,2202.0,0.0,0.39
