system_time,time,pos,curr
1751553672.7726228,8192.0,0.0,0.29
1751553672.7851958,8202.0,0.0,0.29
1751553672.7939608,8212.0,0.0,0.29
1751553672.7997324,8222.0,0.0,0.29
1751553672.8121834,8232.0,0.0,0.29
1751553672.826057,8243.0,0.0,0.29
1751553672.8275974,8253.0,0.0,0.29
1751553672.8436215,8263.0,0.0,0.29
1751553672.8534224,8273.0,0.0,0.29
1751553672.8611662,8283.0,0.0,0.29
1751553672.8759947,8293.0,0.0,0.29
1751553672.8780556,8303.0,0.0,0.29
1751553672.8941798,8313.0,0.0,0.29
1751553672.9021358,8324.0,0.0,0.29
1751553672.9104164,8334.0,0.0,0.29
1751553672.9269826,8344.0,0.0,0.29
1751553672.9362555,8354.0,0.0,0.29
1751553672.9460957,8365.0,0.0,0.29
1751553672.9553237,8375.0,0.0,0.29
1751553672.9602656,8385.0,0.0,0.29
1751553672.978121,8395.0,0.0,0.29
1751553672.978121,8406.0,0.0,0.29
1751553672.993666,8416.0,0.0,0.29
1751553673.0067217,8426.0,0.0,0.29
1751553673.012726,8436.0,0.0,0.29
1751553673.0278583,8446.0,0.0,0.29
1751553673.0278583,8457.0,0.0,0.29
1751553673.0478072,8467.0,0.0,0.29
1751553673.0608065,8477.0,0.0,0.29
1751553673.0632203,8487.0,0.0,0.29
1751553673.07952,8498.0,0.0,0.29
1751553673.0888956,8507.0,0.0,0.29
1751553673.1010423,8517.0,0.0,0.29
1751553673.1092367,8527.0,0.0,0.29
1751553673.1216726,8538.0,0.0,0.29
1751553673.127395,8548.0,0.0,0.29
1751553673.1428978,8558.0,0.0,0.29
1751553673.150455,8568.0,0.0,0.29
1751553673.1616883,8579.0,0.0,0.29
1751553673.1681519,8589.0,0.0,0.39
1751553673.1790094,8599.0,0.0,0.39
1751553673.1903753,8609.0,0.0,0.39
1751553673.2022576,8620.0,0.0,0.39
1751553673.2109065,8630.0,0.0,0.39
1751553673.2245417,8640.0,0.0,0.39
1751553673.2328908,8650.0,0.0,0.29
1751553673.2447236,8660.0,0.0,0.29
1751553673.2447236,8671.0,0.0,0.29
1751553673.2627382,8681.0,0.0,0.29
1751553673.2734492,8691.0,0.0,0.29
1751553673.279247,8701.0,-1.0,0.29
1751553673.2936785,8712.0,-6.0,0.29
1751553673.301173,8722.0,-14.0,304.49
1751553673.3133883,8732.0,-28.0,304.49
1751553673.3261464,8742.0,-46.0,304.49
1751553673.3307638,8753.0,-70.0,304.49
1751553673.3456445,8763.0,-99.0,304.49
1751553673.354453,8773.0,-132.0,304.49
1751553673.3680189,8783.0,-170.0,965.72
1751553673.3761094,8795.0,-213.0,965.72
1751553673.3865604,8805.0,-260.0,965.72
1751553673.395751,8815.0,-310.0,965.72
1751553673.407385,8825.0,-364.0,965.72
1751553673.4190302,8836.0,-422.0,965.72
1751553673.4300354,8847.0,-484.0,994.92
1751553673.434093,8857.0,-548.0,994.92
1751553673.4502835,8867.0,-616.0,994.92
