system_time,time,pos,curr
1751556020.1127634,8313.0,0.0,0.39
1751556020.1127634,8324.0,0.0,0.39
1751556020.1127634,8334.0,0.0,0.39
1751556020.1334283,8344.0,0.0,0.39
1751556020.1431189,8354.0,0.0,0.39
1751556020.150642,8365.0,0.0,0.39
1751556020.1656058,8375.0,0.0,0.39
1751556020.1720624,8385.0,0.0,0.39
1751556020.1849265,8395.0,0.0,0.39
1751556020.1849265,8406.0,0.0,0.39
1751556020.2059407,8416.0,0.0,0.39
1751556020.2166233,8426.0,0.0,0.39
1751556020.2166233,8436.0,0.0,0.39
1751556020.2387989,8446.0,0.0,0.39
1751556020.246389,8457.0,0.0,0.39
1751556020.2540517,8467.0,0.0,0.39
1751556020.266801,8477.0,0.0,0.39
1751556020.2802036,8487.0,0.0,0.39
1751556020.2873375,8498.0,0.0,0.39
1751556020.2998533,8507.0,0.0,0.39
1751556020.2998533,8517.0,0.0,0.39
1751556020.3173716,8527.0,0.0,0.39
1751556020.3277152,8538.0,0.0,0.39
1751556020.3337092,8548.0,0.0,0.29
1751556020.3498442,8558.0,0.0,0.29
1751556020.3503008,8568.0,0.0,0.29
1751556020.369221,8579.0,0.0,0.29
1751556020.3825197,8589.0,0.0,0.29
1751556020.3850863,8599.0,0.0,0.29
1751556020.4012556,8609.0,0.0,0.39
1751556020.403908,8620.0,0.0,0.39
1751556020.4202313,8630.0,0.0,0.39
1751556020.4322884,8640.0,0.0,0.39
1751556020.4438012,8650.0,0.0,0.39
1751556020.4523401,8660.0,0.0,0.39
1751556020.4553697,8671.0,0.0,0.39
1751556020.4729753,8681.0,0.0,0.39
1751556020.4845757,8691.0,0.0,0.39
1751556020.4878426,8701.0,0.0,0.39
1751556020.5004423,8712.0,0.0,0.39
1751556020.5004423,8722.0,0.0,0.39
1751556020.5200384,8731.0,0.0,0.39
1751556020.5352888,8741.0,0.0,0.39
1751556020.5383208,8752.0,0.0,0.39
1751556020.5502152,8762.0,0.0,0.39
1751556020.5622337,8772.0,0.0,0.39
1751556020.574735,8782.0,0.0,0.39
1751556020.5832005,8793.0,0.0,0.39
1751556020.595076,8803.0,-1.0,117.77
1751556020.6001456,8813.0,-6.0,117.77
1751556020.6155167,8823.0,-16.0,117.77
1751556020.6282864,8834.0,-31.0,117.77
1751556020.6369183,8845.0,-50.0,117.77
1751556020.649164,8855.0,-73.0,117.77
1751556020.6579592,8865.0,-101.0,985.64
1751556020.66996,8876.0,-133.0,985.64
1751556020.67291,8886.0,-170.0,985.64
1751556020.6908648,8896.0,-210.0,985.64
1751556020.6988952,8907.0,-254.0,985.64
1751556020.7034223,8918.0,-303.0,985.64
1751556020.7196038,8928.0,-356.0,985.64
1751556020.7297437,8938.0,-412.0,993.36
1751556020.736012,8948.0,-472.0,993.36
1751556020.7512453,8960.0,-537.0,993.36
1751556020.7611077,8970.0,-605.0,993.36
1751556020.7679622,8980.0,-677.0,993.36
1751556020.7848706,8990.0,-753.0,993.36
1751556020.793218,9000.0,-832.0,996.88
1751556020.8057961,9012.0,-916.0,996.88
1751556020.8137488,9022.0,-1002.0,996.88
1751556020.8251638,9032.0,-1093.0,996.88
1751556020.8354142,9042.0,-1187.0,996.88
1751556020.846866,9054.0,-1285.0,996.88
1751556020.8534517,9064.0,-1387.0,999.9
1751556020.866709,9074.0,-1492.0,999.9
1751556020.8672411,9085.0,-1600.0,999.9
1751556020.8863094,9096.0,-1712.0,999.9
1751556020.8990347,9106.0,-1825.0,999.9
1751556020.901006,9117.0,-1941.0,999.9
1751556020.918785,9127.0,-2059.0,900.29
1751556020.9322753,9138.0,-2178.0,900.29
1751556020.9354315,9149.0,-2298.0,900.29
1751556020.9509091,9159.0,-2418.0,900.29
1751556020.9609287,9169.0,-2539.0,900.29
1751556020.9686828,9181.0,-2660.0,900.29
1751556020.9848042,9191.0,-2781.0,703.03
1751556020.993594,9201.0,-2903.0,703.03
1751556021.006315,9212.0,-3024.0,703.03
1751556021.0132532,9223.0,-3146.0,703.03
1751556021.026039,9233.0,-3268.0,703.03
1751556021.037695,9243.0,-3390.0,703.03
