system_time,time,vt,vFilt,pos,curr
1757421428.4649837,6401.0,10.0,0.0,0.0,-0.29
1757421428.4649837,8159.0,10.0,0.0,0.0,0.29
1757421428.4754853,8172.0,10.0,0.0,0.0,0.29
1757421428.4870398,8184.0,10.0,0.0,0.0,0.29
1757421428.503456,8198.0,10.0,0.0,0.0,0.29
1757421428.515527,8210.0,10.0,0.0,0.0,0.29
1757421428.5292306,8223.0,10.0,0.0,0.0,0.29
1757421428.5357206,8236.0,10.0,0.0,0.0,0.29
1757421428.5516188,8249.0,10.0,0.0,0.0,0.29
1757421428.5516188,8261.0,10.0,0.0,0.0,0.29
1757421428.5704381,8274.0,10.0,0.0,0.0,0.29
1757421428.5900352,8287.0,10.0,0.0,0.0,0.29
1757421428.5990791,8300.0,10.0,0.0,0.0,0.29
1757421428.6150138,8312.0,10.0,0.0,0.0,0.29
1757421428.6306818,8326.0,10.0,0.0,0.0,0.29
1757421428.6383667,8338.0,10.0,0.0,0.0,0.29
1757421428.6532536,8351.0,10.0,0.0,0.0,0.29
1757421428.6701207,8365.0,10.0,0.0,0.0,0.29
1757421428.6701207,8377.0,10.0,0.0,0.0,0.29
1757421428.6852584,8390.0,10.0,0.0,0.0,0.29
1757421428.7009754,8402.0,10.0,0.0,0.0,0.29
1757421428.7169623,8416.0,10.0,0.0,0.0,0.29
1757421428.732803,8428.0,10.0,0.0,0.0,0.29
1757421428.7356741,8441.0,10.0,0.0,0.0,0.29
1757421428.748479,8454.0,10.0,0.0,0.0,0.29
1757421428.7704437,8467.0,10.0,0.0,0.0,0.29
1757421428.7804544,8479.0,10.0,0.0,0.0,0.29
1757421428.798551,8493.0,10.0,0.0,0.0,0.29
1757421428.8114305,8505.0,10.0,0.0,0.0,0.29
1757421428.8230953,8518.0,10.0,0.0,0.0,0.29
1757421428.8335414,8530.0,10.0,0.0,0.0,0.29
1757421428.8335414,8544.0,10.0,0.0,0.0,0.29
1757421428.8634865,8556.0,10.0,0.0,0.0,0.29
1757421428.870768,8569.0,10.0,0.0,0.0,0.29
1757421428.8858335,8583.0,10.0,0.0,0.0,0.29
1757421428.8858335,8595.0,10.0,0.0,0.0,0.29
1757421428.914538,8608.0,10.0,0.0,0.0,0.29
1757421428.9262812,8621.0,10.0,0.0,0.0,0.29
1757421428.9339776,8634.0,10.0,0.0,0.0,0.29
1757421428.9511333,8646.0,10.0,0.0,0.0,0.29
1757421428.963036,8659.0,10.0,0.0,0.0,0.29
1757421428.977887,8672.0,10.0,0.0,0.0,0.29
1757421428.990656,8685.0,10.0,0.0,0.0,0.29
1757421428.990656,8697.0,10.0,0.0,0.0,0.29
1757421429.015948,8711.0,10.0,0.0,0.0,0.29
1757421429.024388,8723.0,10.0,0.0,0.0,0.29
1757421429.0404232,8736.0,10.0,0.0,0.0,0.29
1757421429.05466,8749.0,10.0,0.0,0.0,0.29
1757421429.05466,8762.0,10.0,0.0,0.0,0.29
1757421429.0800228,8774.0,10.0,0.0,0.0,0.29
1757421429.0851288,8787.0,10.0,0.0,0.0,0.29
