system_time,time,pos,curr,dt,velocity,Filtered Velocity,
1751558198,18107,-115323,669.73,10,-13.4,-12.44418426,
1751558198,18118,-115457,652.05,11,-12.18181818,-12.44559825,
1751558198,18128,-115590,652.05,10,-13.3,-12.54063708,
1751558198,18140,-115724,652.05,12,-11.16666667,-12.56209446,
1751558198,18150,-115858,652.05,10,-13.4,-12.4806915,
1751558198,18161,-115993,652.05,11,-12.27272727,-12.47192176,
1751558198,18171,-116127,652.05,10,-13.4,-12.57598849,
1751558198,18183,-116261,630.76,12,-11.16666667,-12.61203651,
1751558198,18194,-116396,630.76,11,-12.27272727,-12.44576845,
1751558198,18204,-116530,630.76,10,-13.4,-12.33068934,
1751558198,18215,-116664,630.76,11,-12.18181818,-12.42793599,
1751558198,18226,-116797,630.76,11,-12.09090909,-12.47661398,
1751558198,18237,-116931,630.76,11,-12.18181818,-12.39514328,
1751558198,18247,-117065,632.71,10,-13.4,-12.38319806,
1751558198,18258,-117199,632.71,11,-12.18181818,-12.49879638,
1751558198,18269,-117332,632.71,11,-12.09090909,-12.53376407,
1751558198,18280,-117465,632.71,11,-12.09090909,-12.42330645,
1751558198,18290,-117598,632.71,10,-13.3,-12.37082947,
1751558198,18301,-117731,649.41,11,-12.09090909,-12.44594206,
1751558198,18312,-117864,649.41,11,-12.09090909,-12.45978438,
1751558198,18323,-117997,649.41,11,-12.09090909,-12.35615448,
1751558198,18334,-118131,649.41,11,-12.18181818,-12.24363173,
1751558198,18344,-118264,649.41,10,-13.3,-12.25683829,
1751558198,18356,-118396,649.41,12,-11,-12.31762101,
1751558198,18366,-118529,653.22,10,-13.3,-12.29190182,
1751558198,18377,-118662,653.22,11,-12.09090909,-12.32030132,
1751558198,18387,-118796,653.22,10,-13.4,-12.44954002,
1751558198,18399,-118928,653.22,12,-11,-12.50710791,
1751558199,18409,-119061,653.22,10,-13.3,-12.43153923,
1751558199,18420,-119192,653.22,11,-11.90909091,-12.38565729,
1751558199,18430,-119323,668.65,10,-13.1,-12.41736582,
1751558199,18442,-119453,668.65,12,-10.83333333,-12.37603154,
1751558199,18452,-119583,668.65,10,-13,-12.23135245,
1751558199,18463,-119713,668.65,11,-11.81818182,-12.15408756,
1751558199,18473,-119842,668.65,10,-12.9,-12.19150302,
1751558199,18485,-119972,668.65,12,-10.83333333,-12.18287827,
1751558199,18495,-120101,721.88,10,-12.9,-12.08596712,
1751558199,18506,-120231,721.88,11,-11.81818182,-12.05566907,
1751558199,18518,-120361,721.88,12,-10.83333333,-11.98064497,
1751558199,18528,-120490,721.88,10,-12.9,-11.83746384,
1751558199,18539,-120620,721.88,11,-11.81818182,-11.86236314,
1751558199,18549,-120750,721.88,10,-13,-12.02613766,
1751558199,18561,-120880,720.61,12,-10.83333333,-12.13083579,
1751558199,18571,-121010,720.61,10,-13,-12.10864678,
1751558199,18582,-121140,720.61,11,-11.81818182,-12.11581428,
1751558199,18592,-121271,720.61,10,-13.1,-12.21251908,
1751558199,18604,-121402,720.61,12,-10.91666667,-12.25670116,
1751558199,18614,-121533,720.61,10,-13.1,-12.20060235,
1751558199,18625,-121664,705.08,11,-11.90909091,-12.19490254,
1751558199,18635,-121795,705.08,10,-13.1,-12.28399436,
1751558199,18647,-121927,705.08,12,-11,-12.31693583,
1751558199,18657,-122058,705.08,10,-13.1,-12.25093,
1751558199,18668,-122190,705.08,11,-12,-12.23933345,
1751558199,18678,-122322,705.08,10,-13.2,-12.33379133,
1751558199,18690,-122455,682.52,12,-11.08333333,-12.38176939,
1751558199,18701,-122588,682.52,11,-12.09090909,-12.24770861,
1751558199,18711,-122720,682.52,10,-13.2,-12.15602885,
1751558199,18722,-122853,682.52,11,-12.09090909,-12.26439633,
1751558199,18733,-122986,682.52,11,-12.09090909,-12.33756062,
1751558199,18744,-123120,682.52,11,-12.18181818,-12.30008254,
1751558199,18754,-123253,656.64,10,-13.3,-12.32613854,
1751558199,18765,-123387,656.64,11,-12.18181818,-12.4587726,
1751558199,18776,-123521,656.64,11,-12.18181818,-12.51159287,
1751558199,18787,-123654,656.64,11,-12.09090909,-12.42813279,
1751558199,18797,-123788,656.64,10,-13.4,-12.39894809,
1751558199,18808,-123922,656.64,11,-12.18181818,-12.49639942,
1751558199,18819,-124057,639.45,11,-12.27272727,-12.53836134,
1751558199,18830,-124190,639.45,11,-12.09090909,-12.45614834,
1751558199,18841,-124325,639.45,11,-12.27272727,-12.3426542,
1751558199,18851,-124459,639.45,10,-13.4,-12.34703979,
1751558199,18863,-124593,639.45,12,-11.16666667,-12.41149683,
1751558199,18873,-124726,639.45,10,-13.3,-12.39149239,
1751558199,18884,-124860,639.36,11,-12.18181818,-12.41174346,
1751558199,18894,-124993,639.36,10,-13.3,-12.51680867,
1751558199,18906,-125126,639.36,12,-11.08333333,-12.54309539,
1751558199,18916,-125259,639.36,10,-13.3,-12.44951343,
1751558199,18927,-125393,639.36,11,-12.18181818,-12.41752735,
1751558199,18937,-125526,639.36,10,-13.3,-12.50033357,
1751558199,18949,-125660,649.8,12,-11.16666667,-12.52888296,
1751558199,18959,-125793,649.8,10,-13.3,-12.45269575,
1751558199,18970,-125927,649.8,11,-12.18181818,-12.43276631,
1751558199,18981,-126061,649.8,11,-12.18181818,-12.43324805,
1751558199,18992,-126194,649.8,11,-12.09090909,-12.35233819,
1751558199,19003,-126329,649.8,11,-12.27272727,-12.2633064,
1751558199,19013,-126463,637.6,10,-13.4,-12.30075268,
1751558199,19024,-126597,637.6,11,-12.18181818,-12.46684674,
1751558199,19035,-126732,637.6,11,-12.27272727,-12.54454237,
1751558199,19046,-126866,637.6,11,-12.18181818,-12.4812744,
1751558199,19056,-127001,637.6,10,-13.5,-12.47185922,
1751558199,19067,-127136,637.6,11,-12.27272727,-12.58374577,
1751558199,19078,-127271,623.54,11,-12.27272727,-12.62639662,
1751558199,19089,-127406,623.54,11,-12.27272727,-12.53858984,
1751558199,19099,-127542,623.54,10,-13.6,-12.52340104,
1751558199,19110,-127677,623.54,11,-12.27272727,-12.63927301,
1751558199,19122,-127813,623.54,12,-11.33333333,-12.60510983,
1751558199,19132,-127948,623.54,10,-13.5,-12.44526325,
1751558199,19143,-128084,605.66,11,-12.36363636,-12.44988484,
1751558199,19153,-128220,605.66,10,-13.6,-12.60130636,
1751558199,19165,-128356,605.66,12,-11.33333333,-12.69706148,
1751558199,19175,-128492,605.66,10,-13.6,-12.66655612,
1751558199,19186,-128628,605.66,11,-12.36363636,-12.67146656,
1751558199,19196,-128764,605.66,10,-13.6,-12.76493712,
1751558199,19208,-128900,592.58,12,-11.33333333,-12.78956214,
1751558199,19218,-129036,592.58,10,-13.6,-12.70375156,
1751558199,19229,-129172,592.58,11,-12.36363636,-12.67591797,
1751558199,19239,-129307,592.58,10,-13.5,-12.74780788,
1751558199,19251,-129440,592.58,12,-11.08333333,-12.73577432,
1751558199,19261,-129572,592.58,10,-13.2,-12.5775892,
1751558199,19272,-129701,628.52,11,-11.72727273,-12.43402622,
1751558199,19283,-129830,628.52,11,-11.72727273,-12.27742224,
1751558199,19294,-129957,628.52,11,-11.54545455,-12.03977228,
1751558199,19305,-130085,628.52,11,-11.63636364,-11.82029451,
1751558199,19315,-130212,628.52,10,-12.7,-11.75133192,
1751558199,19326,-130339,628.52,11,-11.54545455,-11.84049189,
1751558199,19337,-130466,758.3,11,-11.54545455,-11.87355932,
1751558199,19348,-130593,758.3,11,-11.54545455,-11.78954061,
1751558199,19358,-130719,758.3,10,-12.6,-11.7621433,
1751558199,19369,-130845,758.3,11,-11.45454545,-11.83626865,
1751558199,19380,-130971,758.3,11,-11.45454545,-11.83714655,
1751558199,19391,-131097,758.3,11,-11.45454545,-11.72436849,
1751558200,19401,-131223,791.6,10,-12.6,-11.68476866,
1751558200,19412,-131348,791.6,11,-11.36363636,-11.76352212,
1751558200,19423,-131474,791.6,11,-11.45454545,-11.77428244,
1751558200,19434,-131599,791.6,11,-11.36363636,-11.67053494,
1751558200,19444,-131724,791.6,10,-12.5,-11.62957919,
1751558200,19456,-131849,791.6,12,-10.41666667,-11.63269556,
1751558200,19466,-131973,815.23,10,-12.4,-11.57492161,
1751558200,19477,-132097,815.23,11,-11.27272727,-11.56608502,
1751558200,19488,-132222,815.23,11,-11.36363636,-11.56579735,
1751558200,19499,-132346,815.23,11,-11.27272727,-11.4924328,
1751558200,19510,-132470,815.23,11,-11.27272727,-11.40527603,
1751558200,19520,-132593,815.23,10,-12.3,-11.40757785,
1751558200,19531,-132716,840.63,11,-11.18181818,-11.51353477,
1751558200,19542,-132840,840.63,11,-11.27272727,-11.54640761,
1751558200,19553,-132962,840.63,11,-11.09090909,-11.45825224,
1751558200,19563,-133085,840.63,10,-12.3,-11.41766271,
1751558200,19574,-133208,840.63,11,-11.18181818,-11.49034153,
1751558200,19585,-133331,840.63,11,-11.18181818,-11.51026029,
1751558200,19596,-133454,860.55,11,-11.18181818,-11.42097276,
1751558200,19606,-133577,860.55,10,-12.3,-11.3976618,
1751558200,19617,-133700,860.55,11,-11.18181818,-11.48975857,
1751558200,19628,-133822,860.55,11,-11.09090909,-11.51077601,
1751558200,19639,-133945,860.55,11,-11.18181818,-11.40834294,
1751558200,19649,-134068,869.92,10,-12.3,-11.37687812,
1751558200,19660,-134191,869.92,11,-11.18181818,-11.47190597,
1751558200,19671,-134314,869.92,11,-11.18181818,-11.50606237,
1751558200,19682,-134437,869.92,11,-11.18181818,-11.42361602,
1751558200,19692,-134560,869.92,10,-12.3,-11.4022157,
1751558200,19703,-134682,869.92,11,-11.09090909,-11.48700633,
1751558200,19715,-134805,868.16,12,-10.25,-11.43044421,
1751558200,19725,-134928,868.16,10,-12.3,-11.27288652,
1751558200,19736,-135050,868.16,11,-11.09090909,-11.27350599,
1751558200,19746,-135173,868.16,10,-12.3,-11.39826368,
1751558200,19758,-135296,868.16,12,-10.25,-11.47291619,
1751558200,19768,-135418,868.16,10,-12.2,-11.43632998,
1751558200,19779,-135542,870.41,11,-11.27272727,-11.43492199,
1751558200,19789,-135664,870.41,10,-12.2,-11.52328753,
1751558200,19801,-135788,870.41,12,-10.33333333,-11.55150549,
1751558200,19811,-135911,870.41,10,-12.3,-11.48574521,
1751558200,19822,-136034,870.41,11,-11.18181818,-11.47247268,
1751558200,19832,-136157,870.41,10,-12.3,-11.54642179,
1751558200,19844,-136281,862.01,12,-10.33333333,-11.57019029,
1751558200,19854,-136405,862.01,10,-12.4,-11.51192862,
1751558200,19865,-136529,862.01,11,-11.27272727,-11.51535305,
1751558200,19875,-136653,862.01,10,-12.4,-11.61139879,
1751558200,19887,-136777,862.01,12,-10.33333333,-11.6461488,
1751558200,19897,-136900,862.01,10,-12.3,-11.56977149,
1751558200,19908,-137024,851.27,11,-11.27272727,-11.53421601,
1751558200,19919,-137148,851.27,11,-11.27272727,-11.51873329,
1751558200,19930,-137272,851.27,11,-11.27272727,-11.4398667,
1751558200,19941,-137396,851.27,11,-11.27272727,-11.3593591,
1751558200,19951,-137520,851.27,10,-12.4,-11.38522325,
1751558200,19962,-137644,851.27,11,-11.27272727,-11.52853344,
1751558200,19973,-137768,843.16,11,-11.27272727,-11.59248072,
1751558200,19984,-137892,843.16,11,-11.27272727,-11.52307992,
1751558200,19994,-138016,843.16,10,-12.4,-11.50495538,
1751558200,20005,-138141,843.16,11,-11.36363636,-11.60230742,
1751558200,20016,-138266,843.16,11,-11.36363636,-11.64652187,
1751558200,20027,-138390,843.16,11,-11.27272727,-11.57353402,
1751558200,20037,-138515,832.13,10,-12.5,-11.5531924,
1751558200,20048,-138640,832.13,11,-11.36363636,-11.65019245,
1751558200,20059,-138765,832.13,11,-11.36363636,-11.68750863,
1751558200,20070,-138890,832.13,11,-11.36363636,-11.60641339,
1751558200,20080,-139016,832.13,10,-12.6,-11.59398012,
1751558200,20091,-139142,832.13,11,-11.45454545,-11.71023738,
1751558200,20102,-139267,813.96,11,-11.36363636,-11.75820352,
1751558200,20113,-139393,813.96,11,-11.45454545,-11.67384239,
1751558200,20123,-139518,813.96,10,-12.5,-11.64624923,
1751558200,20134,-139644,813.96,11,-11.45454545,-11.73304845,
1751558200,20146,-139771,813.96,12,-10.58333333,-11.69768621,
1751558200,20156,-139896,813.96,10,-12.5,-11.56037908,
1751558200,20167,-140022,803.13,11,-11.45454545,-11.56504888,
1751558200,20177,-140148,803.13,10,-12.6,-11.69590881,
1751558200,20189,-140274,803.13,12,-10.5,-11.77466147,
1751558200,20199,-140400,803.13,10,-12.6,-11.73916979,
1751558200,20210,-140526,803.13,11,-11.45454545,-11.73970007,
1751558200,20220,-140652,803.13,10,-12.6,-11.82472875,
1751558200,20232,-140778,799.22,12,-10.5,-11.84740138,
1751558200,20242,-140904,799.22,10,-12.6,-11.76836208,
1751558200,20253,-141031,799.22,11,-11.54545455,-11.74985048,
1751558200,20263,-141157,799.22,10,-12.6,-11.83781523,
1751558200,20275,-141284,799.22,12,-10.58333333,-11.87064365,
1751558200,20285,-141412,799.22,10,-12.8,-11.81580933,
1751558200,20296,-141539,788.38,11,-11.54545455,-11.82849506,
1751558200,20306,-141666,788.38,10,-12.7,-11.92765589,
1751558200,20318,-141794,788.38,12,-10.66666667,-11.95927407,
1751558200,20328,-141921,788.38,10,-12.7,-11.89009152,
1751558200,20339,-142049,788.38,11,-11.63636364,-11.87328985,
1751558200,20350,-142177,788.38,11,-11.63636364,-11.87512155,
1751558200,20361,-142305,770.7,11,-11.63636364,-11.80520387,
1751558200,20372,-142433,770.7,11,-11.63636364,-11.72771086,
1751558200,20382,-142561,770.7,10,-12.8,-11.75604965,
1751558200,20393,-142689,770.7,11,-11.63636364,-11.90357621,
1751558200,20404,-142817,770.7,11,-11.63636364,-11.9684946,
1751558201,20415,-142946,770.7,11,-11.72727273,-11.90252899,
1751558201,20425,-143074,757.81,10,-12.8,-11.8971922,
1751558201,20436,-143204,757.81,11,-11.81818182,-12.00991935,
1751558201,20447,-143332,757.81,11,-11.63636364,-12.05658765,
1751558201,20458,-143462,757.81,11,-11.81818182,-11.9775604,
1751558201,20468,-143591,757.81,10,-12.9,-11.96573246,
1751558201,20480,-143720,757.81,12,-10.75,-11.99826738,
1751558201,20490,-143850,742.19,10,-13,-11.9671547,
1751558201,20501,-143979,742.19,11,-11.72727273,-11.999738,
1751558201,20512,-144109,742.19,11,-11.81818182,-12.03265216,
1751558201,20523,-144239,742.19,11,-11.81818182,-11.97542191,
1751558201,20534,-144369,742.19,11,-11.81818182,-11.90634477,
1751558201,20544,-144500,742.19,10,-13.1,-11.94765971,
1751558201,20555,-144630,722.85,11,-11.81818182,-12.11485027,
1751558201,20566,-144761,722.85,11,-11.90909091,-12.19424174,
1751558201,20577,-144892,722.85,11,-11.90909091,-12.13441832,
1751558201,20587,-145023,722.85,10,-13.1,-12.13214587,
1751558201,20598,-145154,722.85,11,-11.90909091,-12.24112248,
1751558201,20609,-145285,722.85,11,-11.90909091,-12.27374044,
1751558201,20620,-145417,699.8,11,-12,-12.18545978,
1751558201,20630,-145549,699.8,10,-13.2,-12.1777253,
1751558201,20641,-145680,699.8,11,-11.90909091,-12.29257103,
1751558201,20652,-145812,699.8,11,-12,-12.32639833,
1751558201,20663,-145945,699.8,11,-12.09090909,-12.24317805,
1751558201,20673,-146077,699.8,10,-13.2,-12.24052432,
1751558201,20684,-146209,682.81,11,-12,-12.35224537,
1751558201,20695,-146341,682.81,11,-12,-12.38064283,
1751558201,20706,-146474,682.81,11,-12.09090909,-12.28597693,
1751558201,20717,-146606,682.81,11,-12,-12.17757087,
1751558201,20727,-146739,682.81,10,-13.3,-12.18505846,
1751558201,20739,-146872,682.81,12,-11.08333333,-12.25752077,
1751558201,20749,-147005,668.85,10,-13.3,-12.26645492,
1751558201,20760,-147137,668.85,11,-12,-12.31544425,
1751558201,20770,-147270,668.85,10,-13.3,-12.43340837,
1751558201,20782,-147403,668.85,12,-11.08333333,-12.47597814,
1751558201,20792,-147536,668.85,10,-13.3,-12.40862652,
1751558201,20803,-147669,668.85,11,-12.09090909,-12.39232376,
1751558201,20813,-147801,666.31,10,-13.2,-12.46793488,
1751558201,20825,-147935,666.31,12,-11.16666667,-12.48174252,
1751558201,20835,-148068,666.31,10,-13.3,-12.40629563,
1751558201,20846,-148201,666.31,11,-12.09090909,-12.39364992,
1751558201,20856,-148335,666.31,10,-13.4,-12.48507605,
1751558201,20868,-148469,666.31,12,-11.16666667,-12.52957849,
1751558201,20879,-148603,652.15,11,-12.18181818,-12.38427938,
1751558201,20889,-148736,652.15,10,-13.3,-12.27480223,
1751558201,20900,-148869,652.15,11,-12.09090909,-12.36256668,
1751558201,20911,-149002,652.15,11,-12.09090909,-12.40601295,
1751558201,20922,-149136,652.15,11,-12.18181818,-12.33662474,
1751558201,20932,-149269,652.15,10,-13.3,-12.33933351,
1751558201,20943,-149402,656.74,11,-12.09090909,-12.45217241,
1751558201,20954,-149535,656.74,11,-12.09090909,-12.47901638,
1751558201,20965,-149668,656.74,11,-12.09090909,-12.37482091,
1751558201,20975,-149801,656.74,10,-13.3,-12.3391287,
1751558201,20986,-149934,656.74,11,-12.09090909,-12.43020803,
1751558201,20997,-150068,656.74,11,-12.18181818,-12.46169192,
1751558201,21008,-150201,656.84,11,-12.09090909,-12.37786442,
1751558201,21018,-150335,656.84,10,-13.4,-12.36338293,
1751558201,21029,-150469,656.84,11,-12.18181818,-12.47712354,
1751558201,21041,-150603,656.84,12,-11.16666667,-12.44951583,
1751558201,21051,-150737,656.84,10,-13.4,-12.29949597,
1751558201,21062,-150871,656.84,11,-12.18181818,-12.31053866,
1751558201,21072,-151005,644.82,10,-13.4,-12.45664207,
1751558201,21084,-151139,644.82,12,-11.16666667,-12.53776636,
1751558201,21094,-151273,644.82,10,-13.4,-12.49440676,
1751558201,21105,-151406,644.82,11,-12.09090909,-12.48312712,
1751558201,21115,-151538,644.82,10,-13.2,-12.5412778,
1751558201,21127,-151671,657.91,12,-11.08333333,-12.52039969,
1751558201,21137,-151803,657.91,10,-13.2,-12.40019825,
1751558201,21148,-151936,657.91,11,-12.09090909,-12.3508253,
1751558201,21158,-152068,657.91,10,-13.2,-12.41829967,
1751558201,21170,-152201,657.91,12,-11.08333333,-12.43741365,
1751558201,21180,-152333,657.91,10,-13.2,-12.35745708,
1751558201,21191,-152465,674.9,11,-12,-12.3298286,
1751558201,21202,-152598,674.9,11,-12.09090909,-12.31673853,
1751558201,21213,-152730,674.9,11,-12,-12.23133916,
1751558201,21224,-152863,674.9,11,-12.09090909,-12.142717,
1751558201,21234,-152996,674.9,10,-13.3,-12.17499529,
1751558201,21245,-153130,674.9,11,-12.18181818,-12.34800772,
1751558201,21256,-153262,668.36,11,-12,-12.4360044,
1751558201,21267,-153396,668.36,11,-12.18181818,-12.36857147,
1751558201,21277,-153529,668.36,10,-13.3,-12.35590063,
1751558201,21288,-153662,668.36,11,-12.09090909,-12.45779561,
1751558201,21299,-153796,668.36,11,-12.18181818,-12.48538593,
1751558201,21310,-153930,668.36,11,-12.18181818,-12.39974089,
1751558201,21320,-154064,653.22,10,-13.4,-12.39150817,
1751558201,21331,-154197,653.22,11,-12.09090909,-12.49939975,
1751558201,21343,-154331,653.22,12,-11.16666667,-12.44948579,
1751558201,21353,-154465,653.22,10,-13.4,-12.28398659,
1751558201,21364,-154598,653.22,11,-12.09090909,-12.28680782,
1751558201,21374,-154730,653.22,10,-13.2,-12.40849275,
1751558201,21386,-154862,660.84,12,-11,-12.44567704,
1751558201,21396,-154993,660.84,10,-13.1,-12.35069809,
1751558202,21407,-155124,660.84,11,-11.90909091,-12.29152199,
1751558202,21417,-155255,660.84,10,-13.1,-12.33103722,
1751558202,21429,-155386,660.84,12,-10.91666667,-12.32442638,
1751558202,21439,-155517,660.84,10,-13.1,-12.22834113,
1751558202,21450,-155647,705.18,11,-11.81818182,-12.19200432,
1751558202,21460,-155778,705.18,10,-13.1,-12.25647383,
1751558202,21472,-155908,705.18,12,-10.83333333,-12.26883799,
1751558202,21482,-156038,705.18,10,-13,-12.17694616,
1751558202,21493,-156168,705.18,11,-11.81818182,-12.13651829,
1751558202,21505,-156298,705.18,12,-10.83333333,-12.04101257,
1751558202,21515,-156428,719.53,10,-13,-11.879327,
1751558202,21526,-156558,719.53,11,-11.81818182,-11.89934934,
1751558202,21536,-156689,719.53,10,-13.1,-12.06504861,
1751558202,21548,-156819,719.53,12,-10.83333333,-12.17377883,
1751558202,21558,-156949,719.53,10,-13,-12.147876,
1751558202,21569,-157079,719.53,11,-11.81818182,-12.14199531,
1751558202,21579,-157209,721.09,10,-13,-12.21844973,
1751558202,21591,-157339,721.09,12,-10.83333333,-12.23199204,
1751558202,21601,-157468,721.09,10,-12.9,-12.1366789,
1751558202,21612,-157598,721.09,11,-11.81818182,-12.09203079,
1751558202,21622,-157727,721.09,10,-12.9,-12.15322373,
1751558202,21634,-157856,721.09,12,-10.75,-12.1591065,
1751558202,21644,-157985,737.11,10,-12.9,-12.06261755,
1751558202,21655,-158114,737.11,11,-11.72727273,-12.02651631,
1751558202,21665,-158242,737.11,10,-12.8,-12.08961323,
1751558202,21677,-158371,737.11,12,-10.75,-12.09355295,
1751558202,21688,-158500,737.11,11,-11.72727273,-11.92168396,
1751558202,21698,-158628,737.11,10,-12.8,-11.80357682,
1751558202,21709,-158756,755.66,11,-11.63636364,-11.88616472,
1751558202,21720,-158884,755.66,11,-11.63636364,-11.93067842,
1751558202,21731,-159011,755.66,11,-11.54545455,-11.85442971,
1751558202,21741,-159138,755.66,10,-12.7,-11.82501962,
1751558202,21752,-159266,755.66,11,-11.63636364,-11.90797481,
1751558202,21763,-159392,755.66,11,-11.45454545,-11.92538151,
1751558202,21774,-159518,783.2,11,-11.45454545,-11.80646954,
1751558202,21784,-159644,783.2,10,-12.6,-11.74020638,
1751558202,21795,-159770,783.2,11,-11.45454545,-11.79880831,
1751558202,21806,-159896,783.2,11,-11.45454545,-11.80464379,
1751558202,21817,-160020,783.2,11,-11.27272727,-11.68999098,
1751558202,21827,-160145,783.2,10,-12.5,-11.62557278,
1751558202,21838,-160269,823.44,11,-11.27272727,-11.67714095,
1751558202,21849,-160393,823.44,11,-11.27272727,-11.6684858,
1751558202,21860,-160516,823.44,11,-11.18181818,-11.54136013,
1751558202,21871,-160638,823.44,11,-11.09090909,-11.3850379,
1751558202,21881,-160761,823.44,10,-12.3,-11.33254343,
1751558202,21893,-160883,823.44,12,-10.16666667,-11.35072162,
1751558202,21903,-161004,874.9,10,-12.1,-11.30831979,
1751558202,21914,-161126,874.9,11,-11.09090909,-11.30808747,
1751558202,21924,-161247,874.9,10,-12.1,-11.39275973,
1751558202,21936,-161368,874.9,12,-10.08333333,-11.41142526,
1751558202,21946,-161489,874.9,10,-12.1,-11.32421045,
1751558202,21957,-161610,874.9,11,-11,-11.28878857,
1751558202,21967,-161730,907.03,10,-12,-11.34450777,
1751558202,21979,-161850,907.03,12,-10,-11.338401,
1751558202,21989,-161970,907.03,10,-12,-11.23593503,
1751558202,22000,-162090,907.03,11,-10.90909091,-11.19295304,
1751558202,22010,-162210,907.03,10,-12,-11.2531955,
1751558202,22022,-162330,907.03,12,-10,-11.2691264,
1751558202,22032,-162451,922.85,10,-12.1,-11.20317592,
1751558202,22043,-162571,922.85,11,-10.90909091,-11.19900354,
1751558202,22053,-162691,922.85,10,-12,-11.28011095,
1751558202,22065,-162811,922.85,12,-10,-11.29630032,
1751558202,22075,-162931,922.85,10,-12,-11.21504116,
1751558202,22086,-163052,922.85,11,-11,-11.19328628,
1751558202,22096,-163172,926.27,10,-12,-11.27520673,
1751558202,22108,-163292,926.27,12,-10,-11.29987724,
1751558202,22118,-163413,926.27,10,-12.1,-11.22828212,
1751558202,22129,-163533,926.27,11,-10.90909091,-11.21447347,
1751558202,22139,-163654,926.27,10,-12.1,-11.29460453,
1751558202,22151,-163774,926.27,12,-10,-11.32089682,
1751558202,22161,-163896,918.36,10,-12.2,-11.25849918,
1751558202,22172,-164016,918.36,11,-10.90909091,-11.25415169,
1751558202,22183,-164138,918.36,11,-11.09090909,-11.25915783,
1751558202,22194,-164259,918.36,11,-11,-11.19118258,
1751558202,22205,-164380,918.36,11,-11,-11.11457356,
1751558202,22215,-164501,918.36,10,-12.1,-11.13170722,
1751558202,22226,-164622,907.52,11,-11,-11.26188341,
1751558202,22237,-164742,907.52,11,-10.90909091,-11.31014479,
1751558202,22248,-164863,907.52,11,-11,-11.22398838,
1751558202,22258,-164984,907.52,10,-12.1,-11.19833541,
1751558202,22269,-165105,907.52,11,-11,-11.29199895,
1751558202,22280,-165225,907.52,11,-10.90909091,-11.31700066,
1751558202,22291,-165346,908.89,11,-11,-11.21966865,
1751558202,22301,-165467,908.89,10,-12.1,-11.190895,
1751558202,22312,-165588,908.89,11,-11,-11.28552851,
1751558202,22323,-165708,908.89,11,-10.90909091,-11.31282299,
1751558202,22334,-165829,908.89,11,-11,-11.21762693,
1751558202,22344,-165950,908.89,10,-12.1,-11.19029666,
1751558202,22355,-166071,910.16,11,-11,-11.28567473,
1751558202,22366,-166192,910.16,11,-11,-11.31993167,
1751558202,22377,-166313,910.16,11,-11,-11.23880048,
1751558202,22387,-166434,910.16,10,-12.1,-11.21746216,
1751558202,22398,-166555,910.16,11,-11,-11.30717365,
1751558203,22409,-166676,910.16,11,-11,-11.33285117,
1751558203,22420,-166797,906.25,11,-11,-11.24452871,
1751558203,22430,-166918,906.25,10,-12.1,-11.21866933,
1751558203,22441,-167040,906.25,11,-11.09090909,-11.31295836,
1751558203,22452,-167161,906.25,11,-11,-11.35215355,
1751558203,22463,-167282,906.25,11,-11,-11.27016046,
1751558203,22474,-167404,906.25,11,-11.09090909,-11.16470899,
1751558203,22484,-167526,900.49,10,-12.2,-11.17649669,
1751558203,22496,-167647,900.49,12,-10.08333333,-11.24513432,
1751558203,22506,-167768,900.49,10,-12.1,-11.23408039,
1751558203,22517,-167890,900.49,11,-11.09090909,-11.2619554,
1751558203,22528,-168012,900.49,11,-11.09090909,-11.29680012,
1751558203,22539,-168133,900.49,11,-11,-11.24287071,
1751558203,22549,-168255,893.85,10,-12.2,-11.24512835,
1751558203,22560,-168376,893.85,11,-11,-11.35071897,
1751558203,22571,-168497,893.85,11,-11,-11.37716551,
1751558203,22582,-168619,893.85,11,-11.09090909,-11.28276919,
1751558203,22592,-168740,893.85,10,-12.1,-11.25665066,
1751558203,22603,-168860,893.85,11,-10.90909091,-11.33290646,
1751558203,22614,-168981,907.52,11,-11,-11.33226422,
1751558203,22625,-169102,907.52,11,-11,-11.22704795,
1751558203,22635,-169222,907.52,10,-12,-11.19232166,
1751558203,22646,-169344,907.52,11,-11.09090909,-11.27613667,
1751558203,22657,-169465,907.52,11,-11,-11.3147033,
1751558203,22668,-169586,907.52,11,-11,-11.24352461,
1751558203,22678,-169708,907.32,10,-12.2,-11.23209034,
1751558203,22689,-169829,907.32,11,-11,-11.33614546,
1751558203,22700,-169950,907.32,11,-11,-11.3662925,
1751558203,22711,-170072,907.32,11,-11.09090909,-11.27656356,
1751558203,22721,-170193,907.32,10,-12.1,-11.25411417,
1751558203,22732,-170314,904.2,11,-11,-11.33927538,
1751558203,22743,-170436,904.2,11,-11.09090909,-11.36039361,
1751558203,22754,-170557,904.2,11,-11,-11.27556773,
1751558203,22765,-170678,904.2,11,-11,-11.16740466,
1751558203,22775,-170799,904.2,10,-12.1,-11.15651992,
1751558203,22787,-170921,904.2,12,-10.16666667,-11.20681113,
1751558203,22797,-171042,905.18,10,-12.1,-11.20478172,
1751558203,22808,-171164,905.18,11,-11.09090909,-11.25101435,
1751558203,22818,-171286,905.18,10,-12.2,-11.37820808,
1751558203,22830,-171408,905.18,12,-10.16666667,-11.43882143,
1751558203,22840,-171530,905.18,10,-12.2,-11.38709198,
